"Notes"	"Age Groups"	"Age Groups Code"	"States"	"States Code"	"Year"	"Year Code"	Count	Population	Crude Rate	Crude Rate Standard Error
	"60-64 years "	"60-64"	"Maine"	"23"	"2007"	"2007"	17	77556	21.920	5.316
	"60-64 years "	"60-64"	"Maine"	"23"	"2009"	"2009"	18	85777	20.985	4.946
	"60-64 years "	"60-64"	"Maine"	"23"	"2011"	"2011"	19	95299	19.937	4.574
	"60-64 years "	"60-64"	"Maine"	"23"	"2012"	"2012"	17	94929	17.908	4.343
	"60-64 years "	"60-64"	"Maine"	"23"	"2013"	"2013"	17	96013	17.706	4.294
	"60-64 years "	"60-64"	"Maryland"	"24"	"1999"	"1999"	23	198420	11.592	2.417
	"60-64 years "	"60-64"	"Maryland"	"24"	"2000"	"2000"	19	202843	9.367	2.149
	"60-64 years "	"60-64"	"Maryland"	"24"	"2001"	"2001"	24	209446	11.459	2.339
	"60-64 years "	"60-64"	"Maryland"	"24"	"2002"	"2002"	36	219609	16.393	2.732
	"60-64 years "	"60-64"	"Maryland"	"24"	"2003"	"2003"	36	233265	15.433	2.572
	"60-64 years "	"60-64"	"Maryland"	"24"	"2004"	"2004"	34	243230	13.979	2.397
	"60-64 years "	"60-64"	"Maryland"	"24"	"2005"	"2005"	34	251848	13.500	2.315
	"60-64 years "	"60-64"	"Maryland"	"24"	"2006"	"2006"	38	257859	14.737	2.391
	"60-64 years "	"60-64"	"Maryland"	"24"	"2007"	"2007"	39	279414	13.958	2.235
	"60-64 years "	"60-64"	"Maryland"	"24"	"2008"	"2008"	36	290470	12.394	2.066
	"60-64 years "	"60-64"	"Maryland"	"24"	"2009"	"2009"	30	306079	9.801	1.789
	"60-64 years "	"60-64"	"Maryland"	"24"	"2010"	"2010"	43	321046	13.394	2.043
	"60-64 years "	"60-64"	"Maryland"	"24"	"2011"	"2011"	32	336359	9.514	1.682
	"60-64 years "	"60-64"	"Maryland"	"24"	"2012"	"2012"	41	335655	12.215	1.908
	"60-64 years "	"60-64"	"Maryland"	"24"	"2013"	"2013"	43	340706	12.621	1.925
	"60-64 years "	"60-64"	"Maryland"	"24"	"2014"	"2014"	31	347601	8.918	1.602
	"60-64 years "	"60-64"	"Maryland"	"24"	"2015"	"2015"	48	356683	13.457	1.942
	"60-64 years "	"60-64"	"Maryland"	"24"	"2016"	"2016"	48	363966	13.188	1.904
	"60-64 years "	"60-64"	"Maryland"	"24"	"2017"	"2017"	51	373342	13.660	1.913
	"60-64 years "	"60-64"	"Maryland"	"24"	"2018"	"2018"	47	380214	12.361	1.803
	"60-64 years "	"60-64"	"Massachusetts"	"25"	"1999"	"1999"	38	235075	16.165	2.622
	"60-64 years "	"60-64"	"Massachusetts"	"25"	"2000"	"2000"	38	237646	15.990	2.594
	"60-64 years "	"60-64"	"Massachusetts"	"25"	"2001"	"2001"	38	242374	15.678	2.543
	"60-64 years "	"60-64"	"Massachusetts"	"25"	"2002"	"2002"	37	251347	14.721	2.420
	"60-64 years "	"60-64"	"Massachusetts"	"25"	"2003"	"2003"	33	267397	12.341	2.148
	"60-64 years "	"60-64"	"Massachusetts"	"25"	"2004"	"2004"	43	279369	15.392	2.347
	"60-64 years "	"60-64"	"Massachusetts"	"25"	"2005"	"2005"	36	288750	12.468	2.078
	"60-64 years "	"60-64"	"Massachusetts"	"25"	"2006"	"2006"	39	296941	13.134	2.103
	"60-64 years "	"60-64"	"Massachusetts"	"25"	"2007"	"2007"	46	325145	14.148	2.086
	"60-64 years "	"60-64"	"Massachusetts"	"25"	"2008"	"2008"	51	338244	15.078	2.111
	"60-64 years "	"60-64"	"Massachusetts"	"25"	"2009"	"2009"	46	356144	12.916	1.904
	"60-64 years "	"60-64"	"Massachusetts"	"25"	"2010"	"2010"	44	374333	11.754	1.772
	"60-64 years "	"60-64"	"Massachusetts"	"25"	"2011"	"2011"	62	392256	15.806	2.007
	"60-64 years "	"60-64"	"Massachusetts"	"25"	"2012"	"2012"	67	390774	17.145	2.095
	"60-64 years "	"60-64"	"Massachusetts"	"25"	"2013"	"2013"	51	396947	12.848	1.799
	"60-64 years "	"60-64"	"Massachusetts"	"25"	"2014"	"2014"	43	406046	10.590	1.615
	"60-64 years "	"60-64"	"Massachusetts"	"25"	"2015"	"2015"	56	417072	13.427	1.794
	"60-64 years "	"60-64"	"Massachusetts"	"25"	"2016"	"2016"	70	426407	16.416	1.962
	"60-64 years "	"60-64"	"Massachusetts"	"25"	"2017"	"2017"	56	437326	12.805	1.711
	"60-64 years "	"60-64"	"Massachusetts"	"25"	"2018"	"2018"	67	446346	15.011	1.834
	"60-64 years "	"60-64"	"Michigan"	"26"	"1999"	"1999"	76	375136	20.259	2.324
	"60-64 years "	"60-64"	"Michigan"	"26"	"2000"	"2000"	51	378818	13.463	1.885
	"60-64 years "	"60-64"	"Michigan"	"26"	"2001"	"2001"	58	386266	15.016	1.972
	"60-64 years "	"60-64"	"Michigan"	"26"	"2002"	"2002"	67	402810	16.633	2.032
	"60-64 years "	"60-64"	"Michigan"	"26"	"2003"	"2003"	60	427426	14.038	1.812
	"60-64 years "	"60-64"	"Michigan"	"26"	"2004"	"2004"	65	443650	14.651	1.817
	"60-64 years "	"60-64"	"Michigan"	"26"	"2005"	"2005"	74	456078	16.225	1.886
	"60-64 years "	"60-64"	"Michigan"	"26"	"2006"	"2006"	72	465970	15.452	1.821
	"60-64 years "	"60-64"	"Michigan"	"26"	"2007"	"2007"	88	501860	17.535	1.869
	"60-64 years "	"60-64"	"Michigan"	"26"	"2008"	"2008"	87	519459	16.748	1.796
	"60-64 years "	"60-64"	"Michigan"	"26"	"2009"	"2009"	85	545522	15.581	1.690
	"60-64 years "	"60-64"	"Michigan"	"26"	"2010"	"2010"	84	575204	14.604	1.593
	"60-64 years "	"60-64"	"Michigan"	"26"	"2011"	"2011"	88	606977	14.498	1.546
	"60-64 years "	"60-64"	"Michigan"	"26"	"2012"	"2012"	82	608732	13.471	1.488
	"60-64 years "	"60-64"	"Michigan"	"26"	"2013"	"2013"	77	619466	12.430	1.417
	"60-64 years "	"60-64"	"Michigan"	"26"	"2014"	"2014"	83	633660	13.099	1.438
	"60-64 years "	"60-64"	"Michigan"	"26"	"2015"	"2015"	89	648737	13.719	1.454
	"60-64 years "	"60-64"	"Michigan"	"26"	"2016"	"2016"	79	660722	11.957	1.345
	"60-64 years "	"60-64"	"Michigan"	"26"	"2017"	"2017"	73	674760	10.819	1.266
	"60-64 years "	"60-64"	"Michigan"	"26"	"2018"	"2018"	82	686544	11.944	1.319
	"60-64 years "	"60-64"	"Minnesota"	"27"	"1999"	"1999"	23	175359	13.116	2.735
	"60-64 years "	"60-64"	"Minnesota"	"27"	"2000"	"2000"	23	179113	12.841	2.678
	"60-64 years "	"60-64"	"Minnesota"	"27"	"2001"	"2001"	29	184911	15.683	2.912
	"60-64 years "	"60-64"	"Minnesota"	"27"	"2002"	"2002"	24	191828	12.511	2.554
	"60-64 years "	"60-64"	"Minnesota"	"27"	"2003"	"2003"	31	203027	15.269	2.742
	"60-64 years "	"60-64"	"Minnesota"	"27"	"2004"	"2004"	28	210817	13.282	2.510
	"60-64 years "	"60-64"	"Minnesota"	"27"	"2005"	"2005"	27	217505	12.414	2.389
	"60-64 years "	"60-64"	"Minnesota"	"27"	"2006"	"2006"	33	222563	14.827	2.581
	"60-64 years "	"60-64"	"Minnesota"	"27"	"2007"	"2007"	25	241875	10.336	2.067
	"60-64 years "	"60-64"	"Minnesota"	"27"	"2008"	"2008"	33	252655	13.061	2.274
	"60-64 years "	"60-64"	"Minnesota"	"27"	"2009"	"2009"	30	266808	11.244	2.053
	"60-64 years "	"60-64"	"Minnesota"	"27"	"2010"	"2010"	41	283586	14.458	2.258
	"60-64 years "	"60-64"	"Minnesota"	"27"	"2011"	"2011"	52	302252	17.204	2.386
	"60-64 years "	"60-64"	"Minnesota"	"27"	"2012"	"2012"	52	307504	16.910	2.345
	"60-64 years "	"60-64"	"Minnesota"	"27"	"2013"	"2013"	57	316747	17.995	2.384
	"60-64 years "	"60-64"	"Minnesota"	"27"	"2014"	"2014"	46	326747	14.078	2.076
	"60-64 years "	"60-64"	"Minnesota"	"27"	"2015"	"2015"	56	335730	16.680	2.229
	"60-64 years "	"60-64"	"Minnesota"	"27"	"2016"	"2016"	49	343255	14.275	2.039
	"60-64 years "	"60-64"	"Minnesota"	"27"	"2017"	"2017"	43	351428	12.236	1.866
	"60-64 years "	"60-64"	"Minnesota"	"27"	"2018"	"2018"	47	359477	13.075	1.907
	"60-64 years "	"60-64"	"Mississippi"	"28"	"2003"	"2003"	18	122247	14.724	3.471
	"60-64 years "	"60-64"	"Mississippi"	"28"	"2005"	"2005"	16	127794	12.520	3.130
	"60-64 years "	"60-64"	"Mississippi"	"28"	"2007"	"2007"	21	141888	14.800	3.230
	"60-64 years "	"60-64"	"Mississippi"	"28"	"2008"	"2008"	25	148203	16.869	3.374
	"60-64 years "	"60-64"	"Mississippi"	"28"	"2010"	"2010"	22	162362	13.550	2.889
	"60-64 years "	"60-64"	"Mississippi"	"28"	"2011"	"2011"	19	169836	11.187	2.567
	"60-64 years "	"60-64"	"Mississippi"	"28"	"2012"	"2012"	26	168450	15.435	3.027
	"60-64 years "	"60-64"	"Mississippi"	"28"	"2014"	"2014"	24	173348	13.845	2.826
	"60-64 years "	"60-64"	"Mississippi"	"28"	"2016"	"2016"	27	180237	14.980	2.883
	"60-64 years "	"60-64"	"Mississippi"	"28"	"2017"	"2017"	21	184362	11.391	2.486
	"60-64 years "	"60-64"	"Mississippi"	"28"	"2018"	"2018"	17	187185	9.082	2.203
	"60-64 years "	"60-64"	"Missouri"	"29"	"1999"	"1999"	27	226460	11.923	2.295
	"60-64 years "	"60-64"	"Missouri"	"29"	"2000"	"2000"	29	229546	12.634	2.346
	"60-64 years "	"60-64"	"Missouri"	"29"	"2001"	"2001"	28	234808	11.925	2.254
	"60-64 years "	"60-64"	"Missouri"	"29"	"2002"	"2002"	45	243363	18.491	2.756
	"60-64 years "	"60-64"	"Missouri"	"29"	"2003"	"2003"	46	255181	18.026	2.658
	"60-64 years "	"60-64"	"Missouri"	"29"	"2004"	"2004"	41	263967	15.532	2.426
	"60-64 years "	"60-64"	"Missouri"	"29"	"2005"	"2005"	45	271218	16.592	2.473
	"60-64 years "	"60-64"	"Missouri"	"29"	"2006"	"2006"	45	276273	16.288	2.428
	"60-64 years "	"60-64"	"Missouri"	"29"	"2007"	"2007"	41	296652	13.821	2.158
	"60-64 years "	"60-64"	"Missouri"	"29"	"2008"	"2008"	52	307696	16.900	2.344
	"60-64 years "	"60-64"	"Missouri"	"29"	"2009"	"2009"	57	320851	17.765	2.353
	"60-64 years "	"60-64"	"Missouri"	"29"	"2010"	"2010"	49	336654	14.555	2.079
	"60-64 years "	"60-64"	"Missouri"	"29"	"2011"	"2011"	64	352992	18.131	2.266
	"60-64 years "	"60-64"	"Missouri"	"29"	"2012"	"2012"	51	352312	14.476	2.027
	"60-64 years "	"60-64"	"Missouri"	"29"	"2013"	"2013"	53	357690	14.817	2.035
	"60-64 years "	"60-64"	"Missouri"	"29"	"2014"	"2014"	51	364975	13.974	1.957
	"60-64 years "	"60-64"	"Missouri"	"29"	"2015"	"2015"	36	373505	9.638	1.606
	"60-64 years "	"60-64"	"Missouri"	"29"	"2016"	"2016"	47	381338	12.325	1.798
	"60-64 years "	"60-64"	"Missouri"	"29"	"2017"	"2017"	52	391367	13.287	1.843
	"60-64 years "	"60-64"	"Missouri"	"29"	"2018"	"2018"	54	398997	13.534	1.842
	"60-64 years "	"60-64"	"Montana"	"30"	"2013"	"2013"	17	70859	23.991	5.819
	"60-64 years "	"60-64"	"Montana"	"30"	"2017"	"2017"	16	76227	20.990	5.247
	"60-64 years "	"60-64"	"Nebraska"	"31"	"2011"	"2011"	20	103038	19.410	4.340
	"60-64 years "	"60-64"	"Nebraska"	"31"	"2013"	"2013"	19	106999	17.757	4.074
	"60-64 years "	"60-64"	"Nebraska"	"31"	"2014"	"2014"	22	109495	20.092	4.284
	"60-64 years "	"60-64"	"Nebraska"	"31"	"2017"	"2017"	18	115739	15.552	3.666
	"60-64 years "	"60-64"	"Nevada"	"32"	"2002"	"2002"	16	97944	16.336	4.084
	"60-64 years "	"60-64"	"Nevada"	"32"	"2003"	"2003"	19	105831	17.953	4.119
	"60-64 years "	"60-64"	"Nevada"	"32"	"2004"	"2004"	16	113420	14.107	3.527
	"60-64 years "	"60-64"	"Nevada"	"32"	"2006"	"2006"	16	123105	12.997	3.249
	"60-64 years "	"60-64"	"Nevada"	"32"	"2007"	"2007"	16	133694	11.968	2.992
	"60-64 years "	"60-64"	"Nevada"	"32"	"2008"	"2008"	23	139759	16.457	3.432
	"60-64 years "	"60-64"	"Nevada"	"32"	"2009"	"2009"	20	145418	13.753	3.075
	"60-64 years "	"60-64"	"Nevada"	"32"	"2010"	"2010"	23	152053	15.126	3.154
	"60-64 years "	"60-64"	"Nevada"	"32"	"2012"	"2012"	20	156924	12.745	2.850
	"60-64 years "	"60-64"	"Nevada"	"32"	"2013"	"2013"	26	158805	16.372	3.211
	"60-64 years "	"60-64"	"Nevada"	"32"	"2014"	"2014"	21	162469	12.926	2.821
	"60-64 years "	"60-64"	"Nevada"	"32"	"2015"	"2015"	26	167178	15.552	3.050
	"60-64 years "	"60-64"	"Nevada"	"32"	"2016"	"2016"	23	171670	13.398	2.794
	"60-64 years "	"60-64"	"Nevada"	"32"	"2017"	"2017"	29	176914	16.392	3.044
	"60-64 years "	"60-64"	"New Hampshire"	"33"	"2010"	"2010"	17	82784	20.535	4.981
	"60-64 years "	"60-64"	"New Hampshire"	"33"	"2011"	"2011"	16	86833	18.426	4.607
	"60-64 years "	"60-64"	"New Hampshire"	"33"	"2013"	"2013"	18	87807	20.500	4.832
	"60-64 years "	"60-64"	"New Hampshire"	"33"	"2015"	"2015"	18	92963	19.363	4.564
	"60-64 years "	"60-64"	"New Hampshire"	"33"	"2017"	"2017"	19	98755	19.240	4.414
	"60-64 years "	"60-64"	"New Jersey"	"34"	"1999"	"1999"	51	328290	15.535	2.175
	"60-64 years "	"60-64"	"New Jersey"	"34"	"2000"	"2000"	42	332160	12.645	1.951
	"60-64 years "	"60-64"	"New Jersey"	"34"	"2001"	"2001"	55	338389	16.253	2.192
	"60-64 years "	"60-64"	"New Jersey"	"34"	"2002"	"2002"	47	350476	13.410	1.956
	"60-64 years "	"60-64"	"New Jersey"	"34"	"2003"	"2003"	58	371110	15.629	2.052
	"60-64 years "	"60-64"	"New Jersey"	"34"	"2004"	"2004"	62	382779	16.197	2.057
	"60-64 years "	"60-64"	"New Jersey"	"34"	"2005"	"2005"	48	391034	12.275	1.772
	"60-64 years "	"60-64"	"New Jersey"	"34"	"2006"	"2006"	70	401047	17.454	2.086
	"60-64 years "	"60-64"	"New Jersey"	"34"	"2007"	"2007"	58	432451	13.412	1.761
	"60-64 years "	"60-64"	"New Jersey"	"34"	"2008"	"2008"	61	444247	13.731	1.758
	"60-64 years "	"60-64"	"New Jersey"	"34"	"2009"	"2009"	72	463059	15.549	1.832
	"60-64 years "	"60-64"	"New Jersey"	"34"	"2010"	"2010"	70	484023	14.462	1.729
	"60-64 years "	"60-64"	"New Jersey"	"34"	"2011"	"2011"	74	501514	14.755	1.715
	"60-64 years "	"60-64"	"New Jersey"	"34"	"2012"	"2012"	64	497148	12.873	1.609
	"60-64 years "	"60-64"	"New Jersey"	"34"	"2013"	"2013"	74	503646	14.693	1.708
	"60-64 years "	"60-64"	"New Jersey"	"34"	"2014"	"2014"	59	514843	11.460	1.492
	"60-64 years "	"60-64"	"New Jersey"	"34"	"2015"	"2015"	75	529122	14.174	1.637
	"60-64 years "	"60-64"	"New Jersey"	"34"	"2016"	"2016"	71	542606	13.085	1.553
	"60-64 years "	"60-64"	"New Jersey"	"34"	"2017"	"2017"	78	558106	13.976	1.582
	"60-64 years "	"60-64"	"New Jersey"	"34"	"2018"	"2018"	72	571159	12.606	1.486
	"60-64 years "	"60-64"	"New Mexico"	"35"	"2006"	"2006"	22	92997	23.657	5.044
	"60-64 years "	"60-64"	"New Mexico"	"35"	"2010"	"2010"	19	121443	15.645	3.589
	"60-64 years "	"60-64"	"New Mexico"	"35"	"2012"	"2012"	18	126801	14.195	3.346
	"60-64 years "	"60-64"	"New Mexico"	"35"	"2013"	"2013"	17	127861	13.296	3.225
	"60-64 years "	"60-64"	"New Mexico"	"35"	"2014"	"2014"	19	129078	14.720	3.377
	"60-64 years "	"60-64"	"New Mexico"	"35"	"2015"	"2015"	16	130577	12.253	3.063
	"60-64 years "	"60-64"	"New York"	"36"	"1999"	"1999"	106	751924	14.097	1.369
	"60-64 years "	"60-64"	"New York"	"36"	"2000"	"2000"	99	758770	13.047	1.311
	"60-64 years "	"60-64"	"New York"	"36"	"2001"	"2001"	113	770006	14.675	1.381
	"60-64 years "	"60-64"	"New York"	"36"	"2002"	"2002"	116	789441	14.694	1.364
	"60-64 years "	"60-64"	"New York"	"36"	"2003"	"2003"	101	825258	12.239	1.218
	"60-64 years "	"60-64"	"New York"	"36"	"2004"	"2004"	113	846208	13.354	1.256
	"60-64 years "	"60-64"	"New York"	"36"	"2005"	"2005"	109	860978	12.660	1.213
	"60-64 years "	"60-64"	"New York"	"36"	"2006"	"2006"	117	880240	13.292	1.229
	"60-64 years "	"60-64"	"New York"	"36"	"2007"	"2007"	113	946384	11.940	1.123
	"60-64 years "	"60-64"	"New York"	"36"	"2008"	"2008"	120	976786	12.285	1.121
	"60-64 years "	"60-64"	"New York"	"36"	"2009"	"2009"	148	1024755	14.442	1.187
	"60-64 years "	"60-64"	"New York"	"36"	"2010"	"2010"	127	1075330	11.810	1.048
	"60-64 years "	"60-64"	"New York"	"36"	"2011"	"2011"	133	1120106	11.874	1.030
	"60-64 years "	"60-64"	"New York"	"36"	"2012"	"2012"	153	1115175	13.720	1.109
	"60-64 years "	"60-64"	"New York"	"36"	"2013"	"2013"	136	1127051	12.067	1.035
	"60-64 years "	"60-64"	"New York"	"36"	"2014"	"2014"	169	1144841	14.762	1.136
	"60-64 years "	"60-64"	"New York"	"36"	"2015"	"2015"	156	1168323	13.352	1.069
	"60-64 years "	"60-64"	"New York"	"36"	"2016"	"2016"	179	1189114	15.053	1.125
	"60-64 years "	"60-64"	"New York"	"36"	"2017"	"2017"	170	1214076	14.002	1.074
	"60-64 years "	"60-64"	"New York"	"36"	"2018"	"2018"	155	1234783	12.553	1.008
	"60-64 years "	"60-64"	"North Carolina"	"37"	"1999"	"1999"	34	321589	10.573	1.813
	"60-64 years "	"60-64"	"North Carolina"	"37"	"2000"	"2000"	37	325509	11.367	1.869
	"60-64 years "	"60-64"	"North Carolina"	"37"	"2001"	"2001"	45	334000	13.473	2.008
	"60-64 years "	"60-64"	"North Carolina"	"37"	"2002"	"2002"	42	348965	12.036	1.857
	"60-64 years "	"60-64"	"North Carolina"	"37"	"2003"	"2003"	63	370569	17.001	2.142
	"60-64 years "	"60-64"	"North Carolina"	"37"	"2004"	"2004"	52	389005	13.367	1.854
	"60-64 years "	"60-64"	"North Carolina"	"37"	"2005"	"2005"	57	406669	14.016	1.857
	"60-64 years "	"60-64"	"North Carolina"	"37"	"2006"	"2006"	64	424867	15.064	1.883
	"60-64 years "	"60-64"	"North Carolina"	"37"	"2007"	"2007"	51	465131	10.965	1.535
	"60-64 years "	"60-64"	"North Carolina"	"37"	"2008"	"2008"	64	491700	13.016	1.627
	"60-64 years "	"60-64"	"North Carolina"	"37"	"2009"	"2009"	73	517272	14.112	1.652
	"60-64 years "	"60-64"	"North Carolina"	"37"	"2010"	"2010"	80	542789	14.739	1.648
	"60-64 years "	"60-64"	"North Carolina"	"37"	"2011"	"2011"	81	566981	14.286	1.587
	"60-64 years "	"60-64"	"North Carolina"	"37"	"2012"	"2012"	93	564787	16.466	1.707
	"60-64 years "	"60-64"	"North Carolina"	"37"	"2013"	"2013"	87	572042	15.209	1.631
	"60-64 years "	"60-64"	"North Carolina"	"37"	"2014"	"2014"	65	584814	11.115	1.379
	"60-64 years "	"60-64"	"North Carolina"	"37"	"2015"	"2015"	83	600132	13.830	1.518
	"60-64 years "	"60-64"	"North Carolina"	"37"	"2016"	"2016"	80	615594	12.996	1.453
	"60-64 years "	"60-64"	"North Carolina"	"37"	"2017"	"2017"	77	631840	12.187	1.389
	"60-64 years "	"60-64"	"North Carolina"	"37"	"2018"	"2018"	76	646688	11.752	1.348
	"60-64 years "	"60-64"	"Ohio"	"39"	"1999"	"1999"	57	456222	12.494	1.655
	"60-64 years "	"60-64"	"Ohio"	"39"	"2000"	"2000"	75	457704	16.386	1.892
	"60-64 years "	"60-64"	"Ohio"	"39"	"2001"	"2001"	75	464866	16.134	1.863
	"60-64 years "	"60-64"	"Ohio"	"39"	"2002"	"2002"	78	479575	16.264	1.842
	"60-64 years "	"60-64"	"Ohio"	"39"	"2003"	"2003"	57	501032	11.377	1.507
	"60-64 years "	"60-64"	"Ohio"	"39"	"2004"	"2004"	64	512369	12.491	1.561
	"60-64 years "	"60-64"	"Ohio"	"39"	"2005"	"2005"	65	521498	12.464	1.546
	"60-64 years "	"60-64"	"Ohio"	"39"	"2006"	"2006"	74	528515	14.001	1.628
	"60-64 years "	"60-64"	"Ohio"	"39"	"2007"	"2007"	87	574346	15.148	1.624
	"60-64 years "	"60-64"	"Ohio"	"39"	"2008"	"2008"	89	599290	14.851	1.574
	"60-64 years "	"60-64"	"Ohio"	"39"	"2009"	"2009"	81	634831	12.759	1.418
	"60-64 years "	"60-64"	"Ohio"	"39"	"2010"	"2010"	92	673375	13.663	1.424
	"60-64 years "	"60-64"	"Ohio"	"39"	"2011"	"2011"	87	709048	12.270	1.315
	"60-64 years "	"60-64"	"Ohio"	"39"	"2012"	"2012"	102	705893	14.450	1.431
	"60-64 years "	"60-64"	"Ohio"	"39"	"2013"	"2013"	109	714312	15.259	1.462
	"60-64 years "	"60-64"	"Ohio"	"39"	"2014"	"2014"	96	727576	13.194	1.347
	"60-64 years "	"60-64"	"Ohio"	"39"	"2015"	"2015"	97	744548	13.028	1.323
	"60-64 years "	"60-64"	"Ohio"	"39"	"2016"	"2016"	102	758437	13.449	1.332
	"60-64 years "	"60-64"	"Ohio"	"39"	"2017"	"2017"	118	774933	15.227	1.402
	"60-64 years "	"60-64"	"Ohio"	"39"	"2018"	"2018"	122	789549	15.452	1.399
	"60-64 years "	"60-64"	"Oklahoma"	"40"	"1999"	"1999"	25	142567	17.536	3.507
	"60-64 years "	"60-64"	"Oklahoma"	"40"	"2000"	"2000"	24	143741	16.697	3.408
	"60-64 years "	"60-64"	"Oklahoma"	"40"	"2001"	"2001"	22	146482	15.019	3.202
	"60-64 years "	"60-64"	"Oklahoma"	"40"	"2002"	"2002"	29	151281	19.170	3.560
	"60-64 years "	"60-64"	"Oklahoma"	"40"	"2003"	"2003"	21	157490	13.334	2.910
	"60-64 years "	"60-64"	"Oklahoma"	"40"	"2004"	"2004"	22	163364	13.467	2.871
	"60-64 years "	"60-64"	"Oklahoma"	"40"	"2005"	"2005"	21	167756	12.518	2.732
	"60-64 years "	"60-64"	"Oklahoma"	"40"	"2006"	"2006"	23	171562	13.406	2.795
	"60-64 years "	"60-64"	"Oklahoma"	"40"	"2007"	"2007"	35	184489	18.971	3.207
	"60-64 years "	"60-64"	"Oklahoma"	"40"	"2008"	"2008"	29	191645	15.132	2.810
	"60-64 years "	"60-64"	"Oklahoma"	"40"	"2009"	"2009"	22	198523	11.082	2.363
	"60-64 years "	"60-64"	"Oklahoma"	"40"	"2010"	"2010"	31	206279	15.028	2.699
	"60-64 years "	"60-64"	"Oklahoma"	"40"	"2011"	"2011"	24	214611	11.183	2.283
	"60-64 years "	"60-64"	"Oklahoma"	"40"	"2012"	"2012"	30	212836	14.095	2.573
	"60-64 years "	"60-64"	"Oklahoma"	"40"	"2013"	"2013"	29	215891	13.433	2.494
	"60-64 years "	"60-64"	"Oklahoma"	"40"	"2014"	"2014"	34	220477	15.421	2.645
	"60-64 years "	"60-64"	"Oklahoma"	"40"	"2015"	"2015"	30	225998	13.274	2.424
	"60-64 years "	"60-64"	"Oklahoma"	"40"	"2016"	"2016"	32	230461	13.885	2.455
	"60-64 years "	"60-64"	"Oklahoma"	"40"	"2017"	"2017"	29	234966	12.342	2.292
	"60-64 years "	"60-64"	"Oklahoma"	"40"	"2018"	"2018"	32	238405	13.423	2.373
	"60-64 years "	"60-64"	"Oregon"	"41"	"2000"	"2000"	27	132050	20.447	3.935
	"60-64 years "	"60-64"	"Oregon"	"41"	"2001"	"2001"	24	138043	17.386	3.549
	"60-64 years "	"60-64"	"Oregon"	"41"	"2002"	"2002"	19	145538	13.055	2.995
	"60-64 years "	"60-64"	"Oregon"	"41"	"2003"	"2003"	24	155670	15.417	3.147
	"60-64 years "	"60-64"	"Oregon"	"41"	"2004"	"2004"	32	165124	19.379	3.426
	"60-64 years "	"60-64"	"Oregon"	"41"	"2005"	"2005"	25	174136	14.357	2.871
	"60-64 years "	"60-64"	"Oregon"	"41"	"2006"	"2006"	34	182251	18.656	3.199
	"60-64 years "	"60-64"	"Oregon"	"41"	"2007"	"2007"	36	200645	17.942	2.990
	"60-64 years "	"60-64"	"Oregon"	"41"	"2008"	"2008"	39	212891	18.319	2.933
	"60-64 years "	"60-64"	"Oregon"	"41"	"2009"	"2009"	35	224891	15.563	2.631
	"60-64 years "	"60-64"	"Oregon"	"41"	"2010"	"2010"	30	239092	12.547	2.291
	"60-64 years "	"60-64"	"Oregon"	"41"	"2011"	"2011"	50	253045	19.759	2.794
	"60-64 years "	"60-64"	"Oregon"	"41"	"2012"	"2012"	54	253936	21.265	2.894
	"60-64 years "	"60-64"	"Oregon"	"41"	"2013"	"2013"	44	259454	16.959	2.557
	"60-64 years "	"60-64"	"Oregon"	"41"	"2014"	"2014"	38	265043	14.337	2.326
	"60-64 years "	"60-64"	"Oregon"	"41"	"2015"	"2015"	28	269687	10.382	1.962
	"60-64 years "	"60-64"	"Oregon"	"41"	"2016"	"2016"	43	272893	15.757	2.403
	"60-64 years "	"60-64"	"Oregon"	"41"	"2017"	"2017"	35	275394	12.709	2.148
	"60-64 years "	"60-64"	"Oregon"	"41"	"2018"	"2018"	30	274466	10.930	1.996
	"60-64 years "	"60-64"	"Pennsylvania"	"42"	"1999"	"1999"	78	512226	15.228	1.724
	"60-64 years "	"60-64"	"Pennsylvania"	"42"	"2000"	"2000"	72	513368	14.025	1.653
	"60-64 years "	"60-64"	"Pennsylvania"	"42"	"2001"	"2001"	65	519870	12.503	1.551
	"60-64 years "	"60-64"	"Pennsylvania"	"42"	"2002"	"2002"	66	533937	12.361	1.522
	"60-64 years "	"60-64"	"Pennsylvania"	"42"	"2003"	"2003"	96	561865	17.086	1.744
	"60-64 years "	"60-64"	"Pennsylvania"	"42"	"2004"	"2004"	75	579898	12.933	1.493
	"60-64 years "	"60-64"	"Pennsylvania"	"42"	"2005"	"2005"	91	592806	15.351	1.609
	"60-64 years "	"60-64"	"Pennsylvania"	"42"	"2006"	"2006"	85	602770	14.102	1.530
	"60-64 years "	"60-64"	"Pennsylvania"	"42"	"2007"	"2007"	110	654561	16.805	1.602
	"60-64 years "	"60-64"	"Pennsylvania"	"42"	"2008"	"2008"	98	679758	14.417	1.456
	"60-64 years "	"60-64"	"Pennsylvania"	"42"	"2009"	"2009"	116	711927	16.294	1.513
	"60-64 years "	"60-64"	"Pennsylvania"	"42"	"2010"	"2010"	113	751653	15.034	1.414
	"60-64 years "	"60-64"	"Pennsylvania"	"42"	"2011"	"2011"	103	790088	13.037	1.285
	"60-64 years "	"60-64"	"Pennsylvania"	"42"	"2012"	"2012"	114	786987	14.486	1.357
