"Notes"	"Age Group"	"Age Group Code"	"State"	"State Code"	"Year"	"Year Code"	Deaths	Population	Crude Rate	Crude Rate Standard Error
	"70-74 years"	"70-74"	"Alabama"	"01"	"2012"	"2012"	31	169787	18.258	3.279
	"70-74 years"	"70-74"	"Alabama"	"01"	"2013"	"2013"	34	177993	19.102	3.276
	"70-74 years"	"70-74"	"Alabama"	"01"	"2014"	"2014"	33	183986	17.936	3.122
	"70-74 years"	"70-74"	"Alabama"	"01"	"2015"	"2015"	40	188699	21.198	3.352
	"70-74 years"	"70-74"	"Alabama"	"01"	"2016"	"2016"	44	192661	22.838	3.443
	"70-74 years"	"70-74"	"Alabama"	"01"	"2017"	"2017"	37	208424	17.752	2.918
	"70-74 years"	"70-74"	"Alabama"	"01"	"2018"	"2018"	51	216525	23.554	3.298
	"70-74 years"	"70-74"	"Arizona"	"04"	"1999"	"1999"	18	174466	10.317	2.432
	"70-74 years"	"70-74"	"Arizona"	"04"	"2000"	"2000"	23	175520	13.104	2.732
	"70-74 years"	"70-74"	"Arizona"	"04"	"2001"	"2001"	30	177017	16.948	3.094
	"70-74 years"	"70-74"	"Arizona"	"04"	"2002"	"2002"	27	178713	15.108	2.908
	"70-74 years"	"70-74"	"Arizona"	"04"	"2003"	"2003"	30	180432	16.627	3.036
	"70-74 years"	"70-74"	"Arizona"	"04"	"2004"	"2004"	30	182719	16.419	2.998
	"70-74 years"	"70-74"	"Arizona"	"04"	"2005"	"2005"	35	186584	18.758	3.171
	"70-74 years"	"70-74"	"Arizona"	"04"	"2006"	"2006"	27	191110	14.128	2.719
	"70-74 years"	"70-74"	"Arizona"	"04"	"2007"	"2007"	34	195856	17.360	2.977
	"70-74 years"	"70-74"	"Arizona"	"04"	"2008"	"2008"	19	202209	9.396	2.156
	"70-74 years"	"70-74"	"Arizona"	"04"	"2009"	"2009"	34	209841	16.203	2.779
	"70-74 years"	"70-74"	"Arizona"	"04"	"2010"	"2010"	34	217074	15.663	2.686
	"70-74 years"	"70-74"	"Arizona"	"04"	"2011"	"2011"	36	226821	15.872	2.645
	"70-74 years"	"70-74"	"Arizona"	"04"	"2012"	"2012"	32	239182	13.379	2.365
	"70-74 years"	"70-74"	"Arizona"	"04"	"2013"	"2013"	36	255663	14.081	2.347
	"70-74 years"	"70-74"	"Arizona"	"04"	"2014"	"2014"	42	269112	15.607	2.408
	"70-74 years"	"70-74"	"Arizona"	"04"	"2015"	"2015"	52	281281	18.487	2.564
	"70-74 years"	"70-74"	"Arizona"	"04"	"2016"	"2016"	38	291976	13.015	2.111
	"70-74 years"	"70-74"	"Arizona"	"04"	"2017"	"2017"	44	320043	13.748	2.073
	"70-74 years"	"70-74"	"Arizona"	"04"	"2018"	"2018"	64	335898	19.053	2.382
	"70-74 years"	"70-74"	"Arkansas"	"05"	"1999"	"1999"	25	93175	26.831	5.366
	"70-74 years"	"70-74"	"Arkansas"	"05"	"2000"	"2000"	24	93071	25.787	5.264
	"70-74 years"	"70-74"	"Arkansas"	"05"	"2001"	"2001"	18	92273	19.507	4.598
	"70-74 years"	"70-74"	"Arkansas"	"05"	"2002"	"2002"	24	91686	26.176	5.343
	"70-74 years"	"70-74"	"Arkansas"	"05"	"2003"	"2003"	16	91785	17.432	4.358
	"70-74 years"	"70-74"	"Arkansas"	"05"	"2004"	"2004"	20	92265	21.677	4.847
	"70-74 years"	"70-74"	"Arkansas"	"05"	"2005"	"2005"	19	93488	20.323	4.663
	"70-74 years"	"70-74"	"Arkansas"	"05"	"2006"	"2006"	22	95443	23.050	4.914
	"70-74 years"	"70-74"	"Arkansas"	"05"	"2007"	"2007"	26	96253	27.012	5.298
	"70-74 years"	"70-74"	"Arkansas"	"05"	"2008"	"2008"	17	98250	17.303	4.197
	"70-74 years"	"70-74"	"Arkansas"	"05"	"2009"	"2009"	21	99852	21.031	4.589
	"70-74 years"	"70-74"	"Arkansas"	"05"	"2010"	"2010"	22	101800	21.611	4.607
	"70-74 years"	"70-74"	"Arkansas"	"05"	"2012"	"2012"	19	108005	17.592	4.036
	"70-74 years"	"70-74"	"Arkansas"	"05"	"2013"	"2013"	21	112715	18.631	4.066
	"70-74 years"	"70-74"	"Arkansas"	"05"	"2014"	"2014"	21	116479	18.029	3.934
	"70-74 years"	"70-74"	"Arkansas"	"05"	"2015"	"2015"	32	118843	26.926	4.760
	"70-74 years"	"70-74"	"Arkansas"	"05"	"2016"	"2016"	22	119974	18.337	3.910
	"70-74 years"	"70-74"	"Arkansas"	"05"	"2017"	"2017"	26	128661	20.208	3.963
	"70-74 years"	"70-74"	"Arkansas"	"05"	"2018"	"2018"	21	133008	15.789	3.445
	"70-74 years"	"70-74"	"California"	"06"	"1999"	"1999"	166	902399	18.395	1.428
	"70-74 years"	"70-74"	"California"	"06"	"2000"	"2000"	144	905056	15.911	1.326
	"70-74 years"	"70-74"	"California"	"06"	"2001"	"2001"	148	904187	16.368	1.345
	"70-74 years"	"70-74"	"California"	"06"	"2002"	"2002"	174	899390	19.346	1.467
	"70-74 years"	"70-74"	"California"	"06"	"2003"	"2003"	150	896323	16.735	1.366
	"70-74 years"	"70-74"	"California"	"06"	"2004"	"2004"	151	893251	16.905	1.376
	"70-74 years"	"70-74"	"California"	"06"	"2005"	"2005"	151	893815	16.894	1.375
	"70-74 years"	"70-74"	"California"	"06"	"2006"	"2006"	138	893496	15.445	1.315
	"70-74 years"	"70-74"	"California"	"06"	"2007"	"2007"	155	905608	17.116	1.375
	"70-74 years"	"70-74"	"California"	"06"	"2008"	"2008"	170	928138	18.316	1.405
	"70-74 years"	"70-74"	"California"	"06"	"2009"	"2009"	157	954464	16.449	1.313
	"70-74 years"	"70-74"	"California"	"06"	"2010"	"2010"	153	978497	15.636	1.264
	"70-74 years"	"70-74"	"California"	"06"	"2011"	"2011"	169	1008972	16.750	1.288
	"70-74 years"	"70-74"	"California"	"06"	"2012"	"2012"	168	1050004	16.000	1.234
	"70-74 years"	"70-74"	"California"	"06"	"2013"	"2013"	189	1108256	17.054	1.240
	"70-74 years"	"70-74"	"California"	"06"	"2014"	"2014"	202	1159869	17.416	1.225
	"70-74 years"	"70-74"	"California"	"06"	"2015"	"2015"	218	1212441	17.980	1.218
	"70-74 years"	"70-74"	"California"	"06"	"2016"	"2016"	237	1259313	18.820	1.222
	"70-74 years"	"70-74"	"California"	"06"	"2017"	"2017"	202	1364140	14.808	1.042
	"70-74 years"	"70-74"	"California"	"06"	"2018"	"2018"	273	1429389	19.099	1.156
	"70-74 years"	"70-74"	"Colorado"	"08"	"1999"	"1999"	17	104378	16.287	3.950
	"70-74 years"	"70-74"	"Colorado"	"08"	"2000"	"2000"	16	105474	15.170	3.792
	"70-74 years"	"70-74"	"Colorado"	"08"	"2003"	"2003"	21	107937	19.456	4.246
	"70-74 years"	"70-74"	"Colorado"	"08"	"2006"	"2006"	16	112778	14.187	3.547
	"70-74 years"	"70-74"	"Colorado"	"08"	"2007"	"2007"	22	115291	19.082	4.068
	"70-74 years"	"70-74"	"Colorado"	"08"	"2009"	"2009"	28	124168	22.550	4.262
	"70-74 years"	"70-74"	"Colorado"	"08"	"2010"	"2010"	25	128720	19.422	3.884
	"70-74 years"	"70-74"	"Colorado"	"08"	"2011"	"2011"	18	134578	13.375	3.153
	"70-74 years"	"70-74"	"Colorado"	"08"	"2012"	"2012"	25	142275	17.572	3.514
	"70-74 years"	"70-74"	"Colorado"	"08"	"2013"	"2013"	33	153222	21.537	3.749
	"70-74 years"	"70-74"	"Colorado"	"08"	"2014"	"2014"	27	162314	16.634	3.201
	"70-74 years"	"70-74"	"Colorado"	"08"	"2015"	"2015"	34	171066	19.875	3.409
	"70-74 years"	"70-74"	"Colorado"	"08"	"2016"	"2016"	40	178879	22.361	3.536
	"70-74 years"	"70-74"	"Colorado"	"08"	"2017"	"2017"	44	199229	22.085	3.329
	"70-74 years"	"70-74"	"Colorado"	"08"	"2018"	"2018"	32	212325	15.071	2.664
	"70-74 years"	"70-74"	"Connecticut"	"09"	"1999"	"1999"	24	114972	20.875	4.261
	"70-74 years"	"70-74"	"Connecticut"	"09"	"2000"	"2000"	33	113864	28.982	5.045
	"70-74 years"	"70-74"	"Connecticut"	"09"	"2002"	"2002"	18	111006	16.215	3.822
	"70-74 years"	"70-74"	"Connecticut"	"09"	"2003"	"2003"	24	108662	22.087	4.508
	"70-74 years"	"70-74"	"Connecticut"	"09"	"2004"	"2004"	21	106082	19.796	4.320
	"70-74 years"	"70-74"	"Connecticut"	"09"	"2005"	"2005"	24	104199	23.033	4.702
	"70-74 years"	"70-74"	"Connecticut"	"09"	"2007"	"2007"	16	101848	15.710	3.927
	"70-74 years"	"70-74"	"Connecticut"	"09"	"2009"	"2009"	25	104495	23.925	4.785
	"70-74 years"	"70-74"	"Connecticut"	"09"	"2010"	"2010"	24	106206	22.598	4.613
	"70-74 years"	"70-74"	"Connecticut"	"09"	"2011"	"2011"	21	109269	19.219	4.194
	"70-74 years"	"70-74"	"Connecticut"	"09"	"2013"	"2013"	25	123597	20.227	4.045
	"70-74 years"	"70-74"	"Connecticut"	"09"	"2014"	"2014"	22	129814	16.947	3.613
	"70-74 years"	"70-74"	"Connecticut"	"09"	"2015"	"2015"	30	134613	22.286	4.069
	"70-74 years"	"70-74"	"Connecticut"	"09"	"2016"	"2016"	19	138821	13.687	3.140
	"70-74 years"	"70-74"	"Connecticut"	"09"	"2017"	"2017"	27	149684	18.038	3.471
	"70-74 years"	"70-74"	"Connecticut"	"09"	"2018"	"2018"	22	153242	14.356	3.061
	"70-74 years"	"70-74"	"Florida"	"12"	"1999"	"1999"	116	730681	15.876	1.474
	"70-74 years"	"70-74"	"Florida"	"12"	"2000"	"2000"	130	724797	17.936	1.573
	"70-74 years"	"70-74"	"Florida"	"12"	"2001"	"2001"	125	726158	17.214	1.540
	"70-74 years"	"70-74"	"Florida"	"12"	"2002"	"2002"	110	721741	15.241	1.453
	"70-74 years"	"70-74"	"Florida"	"12"	"2003"	"2003"	138	717131	19.243	1.638
	"70-74 years"	"70-74"	"Florida"	"12"	"2004"	"2004"	99	711221	13.920	1.399
	"70-74 years"	"70-74"	"Florida"	"12"	"2005"	"2005"	105	712536	14.736	1.438
	"70-74 years"	"70-74"	"Florida"	"12"	"2006"	"2006"	85	710856	11.957	1.297
	"70-74 years"	"70-74"	"Florida"	"12"	"2007"	"2007"	97	718618	13.498	1.371
	"70-74 years"	"70-74"	"Florida"	"12"	"2008"	"2008"	94	734873	12.791	1.319
	"70-74 years"	"70-74"	"Florida"	"12"	"2009"	"2009"	101	754685	13.383	1.332
	"70-74 years"	"70-74"	"Florida"	"12"	"2010"	"2010"	119	773855	15.378	1.410
	"70-74 years"	"70-74"	"Florida"	"12"	"2011"	"2011"	131	797233	16.432	1.436
	"70-74 years"	"70-74"	"Florida"	"12"	"2012"	"2012"	121	831642	14.550	1.323
	"70-74 years"	"70-74"	"Florida"	"12"	"2013"	"2013"	139	883870	15.726	1.334
	"70-74 years"	"70-74"	"Florida"	"12"	"2014"	"2014"	126	923858	13.638	1.215
	"70-74 years"	"70-74"	"Florida"	"12"	"2015"	"2015"	161	962341	16.730	1.319
	"70-74 years"	"70-74"	"Florida"	"12"	"2016"	"2016"	159	997368	15.942	1.264
	"70-74 years"	"70-74"	"Florida"	"12"	"2017"	"2017"	155	1080957	14.339	1.152
	"70-74 years"	"70-74"	"Florida"	"12"	"2018"	"2018"	172	1121978	15.330	1.169
	"70-74 years"	"70-74"	"Georgia"	"13"	"1999"	"1999"	31	197516	15.695	2.819
	"70-74 years"	"70-74"	"Georgia"	"13"	"2000"	"2000"	33	199564	16.536	2.879
	"70-74 years"	"70-74"	"Georgia"	"13"	"2001"	"2001"	32	200541	15.957	2.821
	"70-74 years"	"70-74"	"Georgia"	"13"	"2002"	"2002"	34	202773	16.768	2.876
	"70-74 years"	"70-74"	"Georgia"	"13"	"2003"	"2003"	33	205370	16.069	2.797
	"70-74 years"	"70-74"	"Georgia"	"13"	"2004"	"2004"	27	207114	13.036	2.509
	"70-74 years"	"70-74"	"Georgia"	"13"	"2005"	"2005"	30	213319	14.063	2.568
	"70-74 years"	"70-74"	"Georgia"	"13"	"2006"	"2006"	33	222213	14.851	2.585
	"70-74 years"	"70-74"	"Georgia"	"13"	"2007"	"2007"	44	227820	19.313	2.912
	"70-74 years"	"70-74"	"Georgia"	"13"	"2008"	"2008"	46	235231	19.555	2.883
	"70-74 years"	"70-74"	"Georgia"	"13"	"2009"	"2009"	31	243988	12.706	2.282
	"70-74 years"	"70-74"	"Georgia"	"13"	"2010"	"2010"	46	252948	18.186	2.681
	"70-74 years"	"70-74"	"Georgia"	"13"	"2011"	"2011"	45	263578	17.073	2.545
	"70-74 years"	"70-74"	"Georgia"	"13"	"2012"	"2012"	58	278540	20.823	2.734
	"70-74 years"	"70-74"	"Georgia"	"13"	"2013"	"2013"	63	299348	21.046	2.652
	"70-74 years"	"70-74"	"Georgia"	"13"	"2014"	"2014"	70	315542	22.184	2.652
	"70-74 years"	"70-74"	"Georgia"	"13"	"2015"	"2015"	51	329546	15.476	2.167
	"70-74 years"	"70-74"	"Georgia"	"13"	"2016"	"2016"	54	341486	15.813	2.152
	"70-74 years"	"70-74"	"Georgia"	"13"	"2017"	"2017"	53	374268	14.161	1.945
	"70-74 years"	"70-74"	"Georgia"	"13"	"2018"	"2018"	76	394048	19.287	2.212
	"70-74 years"	"70-74"	"Idaho"	"16"	"2003"	"2003"	18	36694	49.054	11.562
	"70-74 years"	"70-74"	"Idaho"	"16"	"2016"	"2016"	17	63079	26.950	6.536
	"70-74 years"	"70-74"	"Illinois"	"17"	"1999"	"1999"	75	377467	19.869	2.294
	"70-74 years"	"70-74"	"Illinois"	"17"	"2000"	"2000"	63	374113	16.840	2.122
	"70-74 years"	"70-74"	"Illinois"	"17"	"2001"	"2001"	76	369777	20.553	2.358
	"70-74 years"	"70-74"	"Illinois"	"17"	"2002"	"2002"	61	362437	16.831	2.155
	"70-74 years"	"70-74"	"Illinois"	"17"	"2003"	"2003"	60	355695	16.868	2.178
	"70-74 years"	"70-74"	"Illinois"	"17"	"2004"	"2004"	64	349297	18.323	2.290
	"70-74 years"	"70-74"	"Illinois"	"17"	"2005"	"2005"	52	345362	15.057	2.088
	"70-74 years"	"70-74"	"Illinois"	"17"	"2006"	"2006"	76	343777	22.107	2.536
	"70-74 years"	"70-74"	"Illinois"	"17"	"2007"	"2007"	63	345528	18.233	2.297
	"70-74 years"	"70-74"	"Illinois"	"17"	"2008"	"2008"	44	352243	12.491	1.883
	"70-74 years"	"70-74"	"Illinois"	"17"	"2009"	"2009"	62	360531	17.197	2.184
	"70-74 years"	"70-74"	"Illinois"	"17"	"2010"	"2010"	66	366107	18.028	2.219
	"70-74 years"	"70-74"	"Illinois"	"17"	"2011"	"2011"	65	374560	17.354	2.152
	"70-74 years"	"70-74"	"Illinois"	"17"	"2012"	"2012"	66	389428	16.948	2.086
	"70-74 years"	"70-74"	"Illinois"	"17"	"2013"	"2013"	64	409912	15.613	1.952
	"70-74 years"	"70-74"	"Illinois"	"17"	"2014"	"2014"	88	423128	20.797	2.217
	"70-74 years"	"70-74"	"Illinois"	"17"	"2015"	"2015"	65	433401	14.998	1.860
	"70-74 years"	"70-74"	"Illinois"	"17"	"2016"	"2016"	80	442106	18.095	2.023
	"70-74 years"	"70-74"	"Illinois"	"17"	"2017"	"2017"	82	474748	17.272	1.907
	"70-74 years"	"70-74"	"Illinois"	"17"	"2018"	"2018"	77	492110	15.647	1.783
	"70-74 years"	"70-74"	"Indiana"	"18"	"1999"	"1999"	47	192620	24.400	3.559
	"70-74 years"	"70-74"	"Indiana"	"18"	"2000"	"2000"	39	191514	20.364	3.261
	"70-74 years"	"70-74"	"Indiana"	"18"	"2001"	"2001"	30	189760	15.809	2.886
	"70-74 years"	"70-74"	"Indiana"	"18"	"2002"	"2002"	40	186640	21.432	3.389
	"70-74 years"	"70-74"	"Indiana"	"18"	"2003"	"2003"	37	183968	20.112	3.306
	"70-74 years"	"70-74"	"Indiana"	"18"	"2004"	"2004"	41	180958	22.657	3.538
	"70-74 years"	"70-74"	"Indiana"	"18"	"2005"	"2005"	37	180098	20.544	3.377
	"70-74 years"	"70-74"	"Indiana"	"18"	"2006"	"2006"	40	181071	22.091	3.493
	"70-74 years"	"70-74"	"Indiana"	"18"	"2007"	"2007"	34	182378	18.643	3.197
	"70-74 years"	"70-74"	"Indiana"	"18"	"2008"	"2008"	33	185480	17.792	3.097
	"70-74 years"	"70-74"	"Indiana"	"18"	"2009"	"2009"	40	190610	20.985	3.318
	"70-74 years"	"70-74"	"Indiana"	"18"	"2010"	"2010"	42	194401	21.605	3.334
	"70-74 years"	"70-74"	"Indiana"	"18"	"2011"	"2011"	41	199492	20.552	3.210
	"70-74 years"	"70-74"	"Indiana"	"18"	"2012"	"2012"	37	207306	17.848	2.934
	"70-74 years"	"70-74"	"Indiana"	"18"	"2013"	"2013"	40	218019	18.347	2.901
	"70-74 years"	"70-74"	"Indiana"	"18"	"2014"	"2014"	39	224996	17.334	2.776
	"70-74 years"	"70-74"	"Indiana"	"18"	"2015"	"2015"	39	231055	16.879	2.703
	"70-74 years"	"70-74"	"Indiana"	"18"	"2016"	"2016"	45	234854	19.161	2.856
	"70-74 years"	"70-74"	"Indiana"	"18"	"2017"	"2017"	51	254139	20.068	2.810
	"70-74 years"	"70-74"	"Indiana"	"18"	"2018"	"2018"	46	264355	17.401	2.566
	"70-74 years"	"70-74"	"Iowa"	"19"	"1999"	"1999"	24	105306	22.791	4.652
	"70-74 years"	"70-74"	"Iowa"	"19"	"2000"	"2000"	18	104340	17.251	4.066
	"70-74 years"	"70-74"	"Iowa"	"19"	"2001"	"2001"	20	102834	19.449	4.349
	"70-74 years"	"70-74"	"Iowa"	"19"	"2002"	"2002"	19	100635	18.880	4.331
	"70-74 years"	"70-74"	"Iowa"	"19"	"2003"	"2003"	22	98752	22.278	4.750
	"70-74 years"	"70-74"	"Iowa"	"19"	"2004"	"2004"	22	96768	22.735	4.847
	"70-74 years"	"70-74"	"Iowa"	"19"	"2005"	"2005"	22	96346	22.834	4.868
	"70-74 years"	"70-74"	"Iowa"	"19"	"2006"	"2006"	30	96495	31.090	5.676
	"70-74 years"	"70-74"	"Iowa"	"19"	"2007"	"2007"	22	97301	22.610	4.821
	"70-74 years"	"70-74"	"Iowa"	"19"	"2008"	"2008"	16	97936	16.337	4.084
	"70-74 years"	"70-74"	"Iowa"	"19"	"2009"	"2009"	28	99851	28.042	5.299
	"70-74 years"	"70-74"	"Iowa"	"19"	"2010"	"2010"	18	100454	17.919	4.223
	"70-74 years"	"70-74"	"Iowa"	"19"	"2011"	"2011"	17	101401	16.765	4.066
	"70-74 years"	"70-74"	"Iowa"	"19"	"2012"	"2012"	21	103327	20.324	4.435
	"70-74 years"	"70-74"	"Iowa"	"19"	"2013"	"2013"	26	107069	24.283	4.762
	"70-74 years"	"70-74"	"Iowa"	"19"	"2014"	"2014"	20	109643	18.241	4.079
	"70-74 years"	"70-74"	"Iowa"	"19"	"2015"	"2015"	21	111473	18.839	4.111
	"70-74 years"	"70-74"	"Iowa"	"19"	"2016"	"2016"	24	112914	21.255	4.339
	"70-74 years"	"70-74"	"Iowa"	"19"	"2017"	"2017"	27	122365	22.065	4.246
	"70-74 years"	"70-74"	"Iowa"	"19"	"2018"	"2018"	25	127792	19.563	3.913
	"70-74 years"	"70-74"	"Kansas"	"20"	"1999"	"1999"	16	86584	18.479	4.620
	"70-74 years"	"70-74"	"Kansas"	"20"	"2000"	"2000"	20	85671	23.345	5.220
	"70-74 years"	"70-74"	"Kansas"	"20"	"2001"	"2001"	16	84664	18.898	4.725
	"70-74 years"	"70-74"	"Kansas"	"20"	"2002"	"2002"	17	83382	20.388	4.945
	"70-74 years"	"70-74"	"Kansas"	"20"	"2004"	"2004"	22	80878	27.201	5.799
	"70-74 years"	"70-74"	"Kansas"	"20"	"2005"	"2005"	18	80301	22.416	5.283
	"70-74 years"	"70-74"	"Kansas"	"20"	"2008"	"2008"	18	80550	22.346	5.267
	"70-74 years"	"70-74"	"Kansas"	"20"	"2011"	"2011"	19	84464	22.495	5.161
	"70-74 years"	"70-74"	"Kansas"	"20"	"2012"	"2012"	20	86697	23.069	5.158
	"70-74 years"	"70-74"	"Kansas"	"20"	"2013"	"2013"	18	90739	19.837	4.676
	"70-74 years"	"70-74"	"Kansas"	"20"	"2014"	"2014"	23	94075	24.449	5.098
	"70-74 years"	"70-74"	"Kansas"	"20"	"2016"	"2016"	17	98723	17.220	4.176
	"70-74 years"	"70-74"	"Kansas"	"20"	"2017"	"2017"	20	107517	18.602	4.159
	"70-74 years"	"70-74"	"Kansas"	"20"	"2018"	"2018"	25	112316	22.259	4.452
	"70-74 years"	"70-74"	"Kentucky"	"21"	"1999"	"1999"	32	129509	24.709	4.368
	"70-74 years"	"70-74"	"Kentucky"	"21"	"2000"	"2000"	22	129202	17.028	3.630
	"70-74 years"	"70-74"	"Kentucky"	"21"	"2001"	"2001"	27	128712	20.977	4.037
	"70-74 years"	"70-74"	"Kentucky"	"21"	"2002"	"2002"	23	127398	18.054	3.764
	"70-74 years"	"70-74"	"Kentucky"	"21"	"2003"	"2003"	21	126706	16.574	3.617
	"70-74 years"	"70-74"	"Kentucky"	"21"	"2004"	"2004"	22	126759	17.356	3.700
	"70-74 years"	"70-74"	"Kentucky"	"21"	"2005"	"2005"	24	127738	18.788	3.835
	"70-74 years"	"70-74"	"Kentucky"	"21"	"2006"	"2006"	29	129847	22.334	4.147
	"70-74 years"	"70-74"	"Kentucky"	"21"	"2007"	"2007"	20	131176	15.247	3.409
	"70-74 years"	"70-74"	"Kentucky"	"21"	"2008"	"2008"	31	134240	23.093	4.148
	"70-74 years"	"70-74"	"Kentucky"	"21"	"2009"	"2009"	20	137694	14.525	3.248
	"70-74 years"	"70-74"	"Kentucky"	"21"	"2010"	"2010"	28	140419	19.940	3.768
	"70-74 years"	"70-74"	"Kentucky"	"21"	"2011"	"2011"	28	144383	19.393	3.665
	"70-74 years"	"70-74"	"Kentucky"	"21"	"2012"	"2012"	24	149736	16.028	3.272
	"70-74 years"	"70-74"	"Kentucky"	"21"	"2013"	"2013"	25	156325	15.992	3.198
	"70-74 years"	"70-74"	"Kentucky"	"21"	"2014"	"2014"	31	160897	19.267	3.460
	"70-74 years"	"70-74"	"Kentucky"	"21"	"2015"	"2015"	40	164518	24.313	3.844
	"70-74 years"	"70-74"	"Kentucky"	"21"	"2016"	"2016"	31	167187	18.542	3.330
	"70-74 years"	"70-74"	"Kentucky"	"21"	"2017"	"2017"	36	181749	19.808	3.301
	"70-74 years"	"70-74"	"Kentucky"	"21"	"2018"	"2018"	37	189668	19.508	3.207
	"70-74 years"	"70-74"	"Louisiana"	"22"	"1999"	"1999"	18	135380	13.296	3.134
	"70-74 years"	"70-74"	"Louisiana"	"22"	"2001"	"2001"	22	133663	16.459	3.509
	"70-74 years"	"70-74"	"Louisiana"	"22"	"2002"	"2002"	19	132763	14.311	3.283
	"70-74 years"	"70-74"	"Louisiana"	"22"	"2003"	"2003"	23	131401	17.504	3.650
	"70-74 years"	"70-74"	"Louisiana"	"22"	"2004"	"2004"	16	129479	12.357	3.089
	"70-74 years"	"70-74"	"Louisiana"	"22"	"2005"	"2005"	26	126022	20.631	4.046
	"70-74 years"	"70-74"	"Louisiana"	"22"	"2006"	"2006"	20	124472	16.068	3.593
	"70-74 years"	"70-74"	"Louisiana"	"22"	"2007"	"2007"	20	125151	15.981	3.573
	"70-74 years"	"70-74"	"Louisiana"	"22"	"2008"	"2008"	23	128055	17.961	3.745
	"70-74 years"	"70-74"	"Louisiana"	"22"	"2009"	"2009"	21	131622	15.955	3.482
	"70-74 years"	"70-74"	"Louisiana"	"22"	"2010"	"2010"	26	134471	19.335	3.792
	"70-74 years"	"70-74"	"Louisiana"	"22"	"2011"	"2011"	24	138174	17.369	3.546
	"70-74 years"	"70-74"	"Louisiana"	"22"	"2012"	"2012"	20	143241	13.962	3.122
	"70-74 years"	"70-74"	"Louisiana"	"22"	"2013"	"2013"	36	149753	24.040	4.007
	"70-74 years"	"70-74"	"Louisiana"	"22"	"2014"	"2014"	21	155007	13.548	2.956
	"70-74 years"	"70-74"	"Louisiana"	"22"	"2015"	"2015"	35	159721	21.913	3.704
	"70-74 years"	"70-74"	"Louisiana"	"22"	"2016"	"2016"	27	163314	16.533	3.182
	"70-74 years"	"70-74"	"Louisiana"	"22"	"2017"	"2017"	39	177105	22.021	3.526
	"70-74 years"	"70-74"	"Louisiana"	"22"	"2018"	"2018"	29	184974	15.678	2.911
	"70-74 years"	"70-74"	"Maine"	"23"	"2018"	"2018"	20	71501	27.972	6.255
	"70-74 years"	"70-74"	"Maryland"	"24"	"1999"	"1999"	23	153202	15.013	3.130
	"70-74 years"	"70-74"	"Maryland"	"24"	"2000"	"2000"	22	153278	14.353	3.060
	"70-74 years"	"70-74"	"Maryland"	"24"	"2001"	"2001"	21	152895	13.735	2.997
	"70-74 years"	"70-74"	"Maryland"	"24"	"2002"	"2002"	25	151869	16.462	3.292
	"70-74 years"	"70-74"	"Maryland"	"24"	"2003"	"2003"	21	150751	13.930	3.040
	"70-74 years"	"70-74"	"Maryland"	"24"	"2004"	"2004"	33	148775	22.181	3.861
	"70-74 years"	"70-74"	"Maryland"	"24"	"2005"	"2005"	25	148527	16.832	3.366
	"70-74 years"	"70-74"	"Maryland"	"24"	"2006"	"2006"	20	148591	13.460	3.010
	"70-74 years"	"70-74"	"Maryland"	"24"	"2007"	"2007"	21	149154	14.079	3.072
	"70-74 years"	"70-74"	"Maryland"	"24"	"2008"	"2008"	25	152471	16.397	3.279
	"70-74 years"	"70-74"	"Maryland"	"24"	"2009"	"2009"	26	157102	16.550	3.246
	"70-74 years"	"70-74"	"Maryland"	"24"	"2010"	"2010"	26	161050	16.144	3.166
	"70-74 years"	"70-74"	"Maryland"	"24"	"2011"	"2011"	30	167178	17.945	3.276
	"70-74 years"	"70-74"	"Maryland"	"24"	"2012"	"2012"	27	176125	15.330	2.950
	"70-74 years"	"70-74"	"Maryland"	"24"	"2013"	"2013"	36	187859	19.163	3.194
	"70-74 years"	"70-74"	"Maryland"	"24"	"2014"	"2014"	36	196679	18.304	3.051
	"70-74 years"	"70-74"	"Maryland"	"24"	"2015"	"2015"	35	204709	17.097	2.890
	"70-74 years"	"70-74"	"Maryland"	"24"	"2016"	"2016"	24	210734	11.389	2.325
	"70-74 years"	"70-74"	"Maryland"	"24"	"2017"	"2017"	39	228490	17.069	2.733
	"70-74 years"	"70-74"	"Maryland"	"24"	"2018"	"2018"	44	238210	18.471	2.785
	"70-74 years"	"70-74"	"Massachusetts"	"25"	"1999"	"1999"	38	213185	17.825	2.892
	"70-74 years"	"70-74"	"Massachusetts"	"25"	"2000"	"2000"	44	211009	20.852	3.144
	"70-74 years"	"70-74"	"Massachusetts"	"25"	"2001"	"2001"	21	207392	10.126	2.210
	"70-74 years"	"70-74"	"Massachusetts"	"25"	"2002"	"2002"	37	202865	18.239	2.998
	"70-74 years"	"70-74"	"Massachusetts"	"25"	"2003"	"2003"	29	198436	14.614	2.714
	"70-74 years"	"70-74"	"Massachusetts"	"25"	"2004"	"2004"	37	193253	19.146	3.148
	"70-74 years"	"70-74"	"Massachusetts"	"25"	"2005"	"2005"	29	190173	15.249	2.832
	"70-74 years"	"70-74"	"Massachusetts"	"25"	"2006"	"2006"	27	187316	14.414	2.774
	"70-74 years"	"70-74"	"Massachusetts"	"25"	"2007"	"2007"	33	186159	17.727	3.086
	"70-74 years"	"70-74"	"Massachusetts"	"25"	"2008"	"2008"	36	187230	19.228	3.205
