"Notes"	"States"	"States Code"	"Year"	"Year Code"	"Cancer Sites"	"Cancer Sites Code"	Count	Population	Age-Adjusted Rate
	"Nevada"	"32"	"2002"	"2002"	"Brain"	"31010"	133	2173791	6.207
	"Nevada"	"32"	"2003"	"2003"	"Respiratory System"	"22010-22060"	1776	2248850	82.536
	"Nevada"	"32"	"2003"	"2003"	"Lung and Bronchus"	"22030"	1680	2248850	78.203
	"Nevada"	"32"	"2003"	"2003"	"Brain and Other Nervous System"	"31010-31040"	152	2248850	6.897
	"Nevada"	"32"	"2003"	"2003"	"Brain"	"31010"	141	2248850	6.407
	"Nevada"	"32"	"2004"	"2004"	"Respiratory System"	"22010-22060"	1841	2346222	81.986
	"Nevada"	"32"	"2004"	"2004"	"Lung and Bronchus"	"22030"	1726	2346222	77.012
	"Nevada"	"32"	"2004"	"2004"	"Brain and Other Nervous System"	"31010-31040"	164	2346222	7.071
	"Nevada"	"32"	"2004"	"2004"	"Brain"	"31010"	151	2346222	6.533
	"Nevada"	"32"	"2005"	"2005"	"Respiratory System"	"22010-22060"	1733	2432143	75.436
	"Nevada"	"32"	"2005"	"2005"	"Lung and Bronchus"	"22030"	1637	2432143	71.595
	"Nevada"	"32"	"2005"	"2005"	"Brain and Other Nervous System"	"31010-31040"	149	2432143	6.093
	"Nevada"	"32"	"2005"	"2005"	"Brain"	"31010"	141	2432143	5.797
	"Nevada"	"32"	"2006"	"2006"	"Respiratory System"	"22010-22060"	1896	2522658	79.326
	"Nevada"	"32"	"2006"	"2006"	"Lung and Bronchus"	"22030"	1788	2522658	74.965
	"Nevada"	"32"	"2006"	"2006"	"Brain and Other Nervous System"	"31010-31040"	168	2522658	6.753
	"Nevada"	"32"	"2006"	"2006"	"Brain"	"31010"	158	2522658	6.347
	"Nevada"	"32"	"2007"	"2007"	"Respiratory System"	"22010-22060"	1831	2601072	73.959
	"Nevada"	"32"	"2007"	"2007"	"Lung and Bronchus"	"22030"	1739	2601072	70.440
	"Nevada"	"32"	"2007"	"2007"	"Brain and Other Nervous System"	"31010-31040"	162	2601072	6.182
	"Nevada"	"32"	"2007"	"2007"	"Brain"	"31010"	155	2601072	5.903
	"Nevada"	"32"	"2008"	"2008"	"Respiratory System"	"22010-22060"	1903	2653630	74.799
	"Nevada"	"32"	"2008"	"2008"	"Lung and Bronchus"	"22030"	1803	2653630	71.114
	"Nevada"	"32"	"2008"	"2008"	"Brain and Other Nervous System"	"31010-31040"	160	2653630	5.893
	"Nevada"	"32"	"2008"	"2008"	"Brain"	"31010"	152	2653630	5.600
	"Nevada"	"32"	"2009"	"2009"	"Respiratory System"	"22010-22060"	1826	2684665	68.621
	"Nevada"	"32"	"2009"	"2009"	"Lung and Bronchus"	"22030"	1731	2684665	65.281
	"Nevada"	"32"	"2009"	"2009"	"Brain and Other Nervous System"	"31010-31040"	138	2684665	5.091
	"Nevada"	"32"	"2009"	"2009"	"Brain"	"31010"	128	2684665	4.708
	"Nevada"	"32"	"2010"	"2010"	"Respiratory System"	"22010-22060"	1782	2702405	66.069
	"Nevada"	"32"	"2010"	"2010"	"Lung and Bronchus"	"22030"	1674	2702405	62.255
	"Nevada"	"32"	"2010"	"2010"	"Brain and Other Nervous System"	"31010-31040"	164	2702405	5.940
	"Nevada"	"32"	"2010"	"2010"	"Brain"	"31010"	160	2702405	5.807
	"Nevada"	"32"	"2011"	"2011"	"Respiratory System"	"22010-22060"	1837	2712730	65.830
	"Nevada"	"32"	"2011"	"2011"	"Lung and Bronchus"	"22030"	1753	2712730	62.941
	"Nevada"	"32"	"2011"	"2011"	"Brain and Other Nervous System"	"31010-31040"	168	2712730	5.979
	"Nevada"	"32"	"2011"	"2011"	"Brain"	"31010"	160	2712730	5.697
	"Nevada"	"32"	"2012"	"2012"	"Respiratory System"	"22010-22060"	1861	2743996	63.890
	"Nevada"	"32"	"2012"	"2012"	"Lung and Bronchus"	"22030"	1744	2743996	60.062
	"Nevada"	"32"	"2012"	"2012"	"Brain and Other Nervous System"	"31010-31040"	166	2743996	5.767
	"Nevada"	"32"	"2012"	"2012"	"Brain"	"31010"	160	2743996	5.541
	"Nevada"	"32"	"2013"	"2013"	"Respiratory System"	"22010-22060"	1936	2775970	64.338
	"Nevada"	"32"	"2013"	"2013"	"Lung and Bronchus"	"22030"	1851	2775970	61.582
	"Nevada"	"32"	"2013"	"2013"	"Brain and Other Nervous System"	"31010-31040"	188	2775970	6.258
	"Nevada"	"32"	"2013"	"2013"	"Brain"	"31010"	182	2775970	6.034
	"Nevada"	"32"	"2014"	"2014"	"Respiratory System"	"22010-22060"	1854	2817628	58.911
	"Nevada"	"32"	"2014"	"2014"	"Lung and Bronchus"	"22030"	1747	2817628	55.619
	"Nevada"	"32"	"2014"	"2014"	"Brain and Other Nervous System"	"31010-31040"	183	2817628	6.054
	"Nevada"	"32"	"2014"	"2014"	"Brain"	"31010"	173	2817628	5.690
	"Nevada"	"32"	"2015"	"2015"	"Respiratory System"	"22010-22060"	1782	2866939	54.158
	"Nevada"	"32"	"2015"	"2015"	"Lung and Bronchus"	"22030"	1667	2866939	50.866
	"Nevada"	"32"	"2015"	"2015"	"Brain and Other Nervous System"	"31010-31040"	209	2866939	6.582
	"Nevada"	"32"	"2015"	"2015"	"Brain"	"31010"	201	2866939	6.335
	"Nevada"	"32"	"2016"	"2016"	"Respiratory System"	"22010-22060"	1878	2917563	54.900
	"Nevada"	"32"	"2016"	"2016"	"Lung and Bronchus"	"22030"	1778	2917563	52.132
	"Nevada"	"32"	"2016"	"2016"	"Brain and Other Nervous System"	"31010-31040"	216	2917563	6.685
	"Nevada"	"32"	"2016"	"2016"	"Brain"	"31010"	205	2917563	6.304
	"Nevada"	"32"	"2017"	"2017"	"Respiratory System"	"22010-22060"	1832	2969905	51.912
	"Nevada"	"32"	"2017"	"2017"	"Lung and Bronchus"	"22030"	1736	2969905	49.227
	"Nevada"	"32"	"2017"	"2017"	"Brain and Other Nervous System"	"31010-31040"	218	2969905	6.627
	"Nevada"	"32"	"2017"	"2017"	"Brain"	"31010"	211	2969905	6.407
	"Nevada"	"32"	"2018"	"2018"	"Respiratory System"	"22010-22060"	Missing	Missing	Missing
	"Nevada"	"32"	"2018"	"2018"	"Lung and Bronchus"	"22030"	Missing	Missing	Missing
	"Nevada"	"32"	"2018"	"2018"	"Brain and Other Nervous System"	"31010-31040"	Missing	Missing	Missing
	"Nevada"	"32"	"2018"	"2018"	"Brain"	"31010"	Missing	Missing	Missing
	"Nevada"	"32"	"2018"	"2018"	"Cranial Nerves Other Nervous System"	"31040"	Missing	Missing	Missing
	"New Hampshire"	"33"	"1999"	"1999"	"Respiratory System"	"22010-22060"	910	1222014	76.774
	"New Hampshire"	"33"	"1999"	"1999"	"Lung and Bronchus"	"22030"	840	1222014	70.936
	"New Hampshire"	"33"	"1999"	"1999"	"Brain and Other Nervous System"	"31010-31040"	85	1222014	7.057
	"New Hampshire"	"33"	"1999"	"1999"	"Brain"	"31010"	81	1222014	6.710
	"New Hampshire"	"33"	"2000"	"2000"	"Respiratory System"	"22010-22060"	928	1239882	76.514
	"New Hampshire"	"33"	"2000"	"2000"	"Lung and Bronchus"	"22030"	868	1239882	71.639
	"New Hampshire"	"33"	"2000"	"2000"	"Brain and Other Nervous System"	"31010-31040"	89	1239882	7.224
	"New Hampshire"	"33"	"2000"	"2000"	"Brain"	"31010"	83	1239882	6.722
	"New Hampshire"	"33"	"2001"	"2001"	"Respiratory System"	"22010-22060"	909	1255517	73.866
	"New Hampshire"	"33"	"2001"	"2001"	"Lung and Bronchus"	"22030"	848	1255517	68.952
	"New Hampshire"	"33"	"2001"	"2001"	"Brain and Other Nervous System"	"31010-31040"	100	1255517	7.952
	"New Hampshire"	"33"	"2001"	"2001"	"Brain"	"31010"	94	1255517	7.489
	"New Hampshire"	"33"	"2002"	"2002"	"Respiratory System"	"22010-22060"	955	1269089	76.256
	"New Hampshire"	"33"	"2002"	"2002"	"Lung and Bronchus"	"22030"	891	1269089	71.183
	"New Hampshire"	"33"	"2002"	"2002"	"Brain and Other Nervous System"	"31010-31040"	86	1269089	6.725
	"New Hampshire"	"33"	"2002"	"2002"	"Brain"	"31010"	81	1269089	6.344
	"New Hampshire"	"33"	"2003"	"2003"	"Respiratory System"	"22010-22060"	965	1279840	75.033
	"New Hampshire"	"33"	"2003"	"2003"	"Lung and Bronchus"	"22030"	914	1279840	71.095
	"New Hampshire"	"33"	"2003"	"2003"	"Brain and Other Nervous System"	"31010-31040"	97	1279840	7.597
	"New Hampshire"	"33"	"2003"	"2003"	"Brain"	"31010"	88	1279840	6.904
	"New Hampshire"	"33"	"2004"	"2004"	"Respiratory System"	"22010-22060"	1061	1290121	80.620
	"New Hampshire"	"33"	"2004"	"2004"	"Lung and Bronchus"	"22030"	987	1290121	75.282
	"New Hampshire"	"33"	"2004"	"2004"	"Brain and Other Nervous System"	"31010-31040"	108	1290121	8.268
	"New Hampshire"	"33"	"2004"	"2004"	"Brain"	"31010"	101	1290121	7.696
	"New Hampshire"	"33"	"2005"	"2005"	"Respiratory System"	"22010-22060"	1088	1298492	80.378
	"New Hampshire"	"33"	"2005"	"2005"	"Lung and Bronchus"	"22030"	1032	1298492	76.382
	"New Hampshire"	"33"	"2005"	"2005"	"Brain and Other Nervous System"	"31010-31040"	101	1298492	7.521
	"New Hampshire"	"33"	"2005"	"2005"	"Brain"	"31010"	98	1298492	7.302
	"New Hampshire"	"33"	"2006"	"2006"	"Respiratory System"	"22010-22060"	1068	1308389	76.785
	"New Hampshire"	"33"	"2006"	"2006"	"Lung and Bronchus"	"22030"	982	1308389	70.907
	"New Hampshire"	"33"	"2006"	"2006"	"Brain and Other Nervous System"	"31010-31040"	99	1308389	7.370
	"New Hampshire"	"33"	"2006"	"2006"	"Brain"	"31010"	92	1308389	6.847
	"New Hampshire"	"33"	"2007"	"2007"	"Respiratory System"	"22010-22060"	1078	1312540	76.238
	"New Hampshire"	"33"	"2007"	"2007"	"Lung and Bronchus"	"22030"	999	1312540	70.820
	"New Hampshire"	"33"	"2007"	"2007"	"Brain and Other Nervous System"	"31010-31040"	102	1312540	7.112
	"New Hampshire"	"33"	"2007"	"2007"	"Brain"	"31010"	95	1312540	6.585
	"New Hampshire"	"33"	"2008"	"2008"	"Respiratory System"	"22010-22060"	1125	1315906	77.436
	"New Hampshire"	"33"	"2008"	"2008"	"Lung and Bronchus"	"22030"	1034	1315906	71.197
	"New Hampshire"	"33"	"2008"	"2008"	"Brain and Other Nervous System"	"31010-31040"	99	1315906	7.298
	"New Hampshire"	"33"	"2008"	"2008"	"Brain"	"31010"	91	1315906	6.644
	"New Hampshire"	"33"	"2009"	"2009"	"Respiratory System"	"22010-22060"	1113	1316102	74.606
	"New Hampshire"	"33"	"2009"	"2009"	"Lung and Bronchus"	"22030"	1038	1316102	69.866
	"New Hampshire"	"33"	"2009"	"2009"	"Brain and Other Nervous System"	"31010-31040"	129	1316102	9.226
	"New Hampshire"	"33"	"2009"	"2009"	"Brain"	"31010"	121	1316102	8.639
	"New Hampshire"	"33"	"2010"	"2010"	"Respiratory System"	"22010-22060"	1147	1316762	74.947
	"New Hampshire"	"33"	"2010"	"2010"	"Lung and Bronchus"	"22030"	1078	1316762	70.550
	"New Hampshire"	"33"	"2010"	"2010"	"Brain and Other Nervous System"	"31010-31040"	118	1316762	8.384
	"New Hampshire"	"33"	"2010"	"2010"	"Brain"	"31010"	111	1316762	7.860
	"New Hampshire"	"33"	"2011"	"2011"	"Respiratory System"	"22010-22060"	1171	1320202	75.467
	"New Hampshire"	"33"	"2011"	"2011"	"Lung and Bronchus"	"22030"	1093	1320202	70.573
	"New Hampshire"	"33"	"2011"	"2011"	"Brain and Other Nervous System"	"31010-31040"	118	1320202	8.314
	"New Hampshire"	"33"	"2011"	"2011"	"Brain"	"31010"	111	1320202	7.759
	"New Hampshire"	"33"	"2012"	"2012"	"Respiratory System"	"22010-22060"	1117	1324232	70.527
	"New Hampshire"	"33"	"2012"	"2012"	"Lung and Bronchus"	"22030"	1050	1324232	66.445
	"New Hampshire"	"33"	"2012"	"2012"	"Brain and Other Nervous System"	"31010-31040"	103	1324232	7.022
	"New Hampshire"	"33"	"2012"	"2012"	"Brain"	"31010"	92	1324232	6.254
	"New Hampshire"	"33"	"2013"	"2013"	"Respiratory System"	"22010-22060"	1189	1326622	71.740
	"New Hampshire"	"33"	"2013"	"2013"	"Lung and Bronchus"	"22030"	1115	1326622	67.364
	"New Hampshire"	"33"	"2013"	"2013"	"Brain and Other Nervous System"	"31010-31040"	107	1326622	6.843
	"New Hampshire"	"33"	"2013"	"2013"	"Brain"	"31010"	101	1326622	6.406
	"New Hampshire"	"33"	"2014"	"2014"	"Respiratory System"	"22010-22060"	1156	1333341	67.648
	"New Hampshire"	"33"	"2014"	"2014"	"Lung and Bronchus"	"22030"	1084	1333341	63.403
	"New Hampshire"	"33"	"2014"	"2014"	"Brain and Other Nervous System"	"31010-31040"	117	1333341	7.761
	"New Hampshire"	"33"	"2014"	"2014"	"Brain"	"31010"	104	1333341	6.806
	"New Hampshire"	"33"	"2015"	"2015"	"Respiratory System"	"22010-22060"	1207	1336350	68.113
	"New Hampshire"	"33"	"2015"	"2015"	"Lung and Bronchus"	"22030"	1142	1336350	64.280
	"New Hampshire"	"33"	"2015"	"2015"	"Brain and Other Nervous System"	"31010-31040"	111	1336350	7.180
	"New Hampshire"	"33"	"2015"	"2015"	"Brain"	"31010"	105	1336350	6.763
	"New Hampshire"	"33"	"2016"	"2016"	"Respiratory System"	"22010-22060"	1226	1342307	67.543
	"New Hampshire"	"33"	"2016"	"2016"	"Lung and Bronchus"	"22030"	1167	1342307	64.301
	"New Hampshire"	"33"	"2016"	"2016"	"Brain and Other Nervous System"	"31010-31040"	120	1342307	7.656
	"New Hampshire"	"33"	"2016"	"2016"	"Brain"	"31010"	116	1342307	7.368
	"New Hampshire"	"33"	"2017"	"2017"	"Respiratory System"	"22010-22060"	1245	1348787	66.691
	"New Hampshire"	"33"	"2017"	"2017"	"Lung and Bronchus"	"22030"	1173	1348787	62.675
	"New Hampshire"	"33"	"2017"	"2017"	"Brain and Other Nervous System"	"31010-31040"	131	1348787	8.065
	"New Hampshire"	"33"	"2017"	"2017"	"Brain"	"31010"	126	1348787	7.699
	"New Hampshire"	"33"	"2018"	"2018"	"Respiratory System"	"22010-22060"	1210	1353465	63.018
	"New Hampshire"	"33"	"2018"	"2018"	"Lung and Bronchus"	"22030"	1113	1353465	58.163
	"New Hampshire"	"33"	"2018"	"2018"	"Brain and Other Nervous System"	"31010-31040"	109	1353465	6.489
	"New Hampshire"	"33"	"2018"	"2018"	"Brain"	"31010"	105	1353465	6.178
	"New Jersey"	"34"	"1999"	"1999"	"Respiratory System"	"22010-22060"	6469	8359592	74.457
	"New Jersey"	"34"	"1999"	"1999"	"Lung and Bronchus"	"22030"	6012	8359592	69.161
	"New Jersey"	"34"	"1999"	"1999"	"Brain and Other Nervous System"	"31010-31040"	631	8359592	7.357
	"New Jersey"	"34"	"1999"	"1999"	"Brain"	"31010"	575	8359592	6.697
	"New Jersey"	"34"	"1999"	"1999"	"Cranial Nerves Other Nervous System"	"31040"	56	8359592	0.660
	"New Jersey"	"34"	"2000"	"2000"	"Respiratory System"	"22010-22060"	6553	8430621	74.611
	"New Jersey"	"34"	"2000"	"2000"	"Lung and Bronchus"	"22030"	6070	8430621	69.084
	"New Jersey"	"34"	"2000"	"2000"	"Brain and Other Nervous System"	"31010-31040"	643	8430621	7.455
	"New Jersey"	"34"	"2000"	"2000"	"Brain"	"31010"	587	8430621	6.796
	"New Jersey"	"34"	"2000"	"2000"	"Cranial Nerves Other Nervous System"	"31040"	56	8430621	0.659
	"New Jersey"	"34"	"2001"	"2001"	"Respiratory System"	"22010-22060"	6589	8492671	74.342
	"New Jersey"	"34"	"2001"	"2001"	"Lung and Bronchus"	"22030"	6102	8492671	68.826
	"New Jersey"	"34"	"2001"	"2001"	"Brain and Other Nervous System"	"31010-31040"	636	8492671	7.309
	"New Jersey"	"34"	"2001"	"2001"	"Brain"	"31010"	580	8492671	6.669
	"New Jersey"	"34"	"2001"	"2001"	"Cranial Nerves Other Nervous System"	"31040"	56	8492671	0.640
	"New Jersey"	"34"	"2002"	"2002"	"Respiratory System"	"22010-22060"	6594	8552643	73.492
	"New Jersey"	"34"	"2002"	"2002"	"Lung and Bronchus"	"22030"	6131	8552643	68.315
	"New Jersey"	"34"	"2002"	"2002"	"Brain and Other Nervous System"	"31010-31040"	590	8552643	6.712
	"New Jersey"	"34"	"2002"	"2002"	"Brain"	"31010"	538	8552643	6.120
	"New Jersey"	"34"	"2002"	"2002"	"Cranial Nerves Other Nervous System"	"31040"	52	8552643	0.592
	"New Jersey"	"34"	"2003"	"2003"	"Respiratory System"	"22010-22060"	6486	8601402	71.546
	"New Jersey"	"34"	"2003"	"2003"	"Lung and Bronchus"	"22030"	6044	8601402	66.664
	"New Jersey"	"34"	"2003"	"2003"	"Brain and Other Nervous System"	"31010-31040"	675	8601402	7.624
	"New Jersey"	"34"	"2003"	"2003"	"Brain"	"31010"	598	8601402	6.732
	"New Jersey"	"34"	"2003"	"2003"	"Cranial Nerves Other Nervous System"	"31040"	77	8601402	0.892
	"New Jersey"	"34"	"2004"	"2004"	"Respiratory System"	"22010-22060"	6244	8634561	68.278
	"New Jersey"	"34"	"2004"	"2004"	"Lung and Bronchus"	"22030"	5814	8634561	63.598
	"New Jersey"	"34"	"2004"	"2004"	"Brain and Other Nervous System"	"31010-31040"	679	8634561	7.563
	"New Jersey"	"34"	"2004"	"2004"	"Brain"	"31010"	628	8634561	7.004
	"New Jersey"	"34"	"2004"	"2004"	"Cranial Nerves Other Nervous System"	"31040"	51	8634561	0.560
	"New Jersey"	"34"	"2005"	"2005"	"Respiratory System"	"22010-22060"	6571	8651974	71.384
	"New Jersey"	"34"	"2005"	"2005"	"Lung and Bronchus"	"22030"	6143	8651974	66.779
	"New Jersey"	"34"	"2005"	"2005"	"Brain and Other Nervous System"	"31010-31040"	654	8651974	7.300
	"New Jersey"	"34"	"2005"	"2005"	"Brain"	"31010"	601	8651974	6.703
	"New Jersey"	"34"	"2005"	"2005"	"Cranial Nerves Other Nervous System"	"31040"	53	8651974	0.596
	"New Jersey"	"34"	"2006"	"2006"	"Respiratory System"	"22010-22060"	6625	8661679	71.336
	"New Jersey"	"34"	"2006"	"2006"	"Lung and Bronchus"	"22030"	6139	8661679	66.171
	"New Jersey"	"34"	"2006"	"2006"	"Brain and Other Nervous System"	"31010-31040"	665	8661679	7.351
	"New Jersey"	"34"	"2006"	"2006"	"Brain"	"31010"	612	8661679	6.772
	"New Jersey"	"34"	"2006"	"2006"	"Cranial Nerves Other Nervous System"	"31040"	53	8661679	0.579
	"New Jersey"	"34"	"2007"	"2007"	"Respiratory System"	"22010-22060"	6608	8677885	70.468
	"New Jersey"	"34"	"2007"	"2007"	"Lung and Bronchus"	"22030"	6161	8677885	65.761
	"New Jersey"	"34"	"2007"	"2007"	"Brain and Other Nervous System"	"31010-31040"	663	8677885	7.288
	"New Jersey"	"34"	"2007"	"2007"	"Brain"	"31010"	599	8677885	6.579
	"New Jersey"	"34"	"2007"	"2007"	"Cranial Nerves Other Nervous System"	"31040"	64	8677885	0.710
	"New Jersey"	"34"	"2008"	"2008"	"Respiratory System"	"22010-22060"	6612	8711090	69.375
	"New Jersey"	"34"	"2008"	"2008"	"Lung and Bronchus"	"22030"	6165	8711090	64.774
	"New Jersey"	"34"	"2008"	"2008"	"Brain and Other Nervous System"	"31010-31040"	661	8711090	7.242
	"New Jersey"	"34"	"2008"	"2008"	"Brain"	"31010"	600	8711090	6.554
	"New Jersey"	"34"	"2008"	"2008"	"Cranial Nerves Other Nervous System"	"31040"	61	8711090	0.688
	"New Jersey"	"34"	"2009"	"2009"	"Respiratory System"	"22010-22060"	6495	8755602	66.903
	"New Jersey"	"34"	"2009"	"2009"	"Lung and Bronchus"	"22030"	6038	8755602	62.254
	"New Jersey"	"34"	"2009"	"2009"	"Brain and Other Nervous System"	"31010-31040"	664	8755602	7.130
	"New Jersey"	"34"	"2009"	"2009"	"Brain"	"31010"	610	8755602	6.539
	"New Jersey"	"34"	"2009"	"2009"	"Cranial Nerves Other Nervous System"	"31040"	54	8755602	0.591
	"New Jersey"	"34"	"2010"	"2010"	"Respiratory System"	"22010-22060"	6209	8799446	63.220
	"New Jersey"	"34"	"2010"	"2010"	"Lung and Bronchus"	"22030"	5792	8799446	59.033
	"New Jersey"	"34"	"2010"	"2010"	"Brain and Other Nervous System"	"31010-31040"	695	8799446	7.445
	"New Jersey"	"34"	"2010"	"2010"	"Brain"	"31010"	636	8799446	6.791
	"New Jersey"	"34"	"2010"	"2010"	"Cranial Nerves Other Nervous System"	"31040"	59	8799446	0.654
	"New Jersey"	"34"	"2011"	"2011"	"Respiratory System"	"22010-22060"	6432	8828117	64.456
	"New Jersey"	"34"	"2011"	"2011"	"Lung and Bronchus"	"22030"	6014	8828117	60.233
	"New Jersey"	"34"	"2011"	"2011"	"Brain and Other Nervous System"	"31010-31040"	641	8828117	6.746
	"New Jersey"	"34"	"2011"	"2011"	"Brain"	"31010"	592	8828117	6.178
	"New Jersey"	"34"	"2011"	"2011"	"Cranial Nerves Other Nervous System"	"31040"	49	8828117	0.567
	"New Jersey"	"34"	"2012"	"2012"	"Respiratory System"	"22010-22060"	6299	8844942	61.756
	"New Jersey"	"34"	"2012"	"2012"	"Lung and Bronchus"	"22030"	5894	8844942	57.837
	"New Jersey"	"34"	"2012"	"2012"	"Brain and Other Nervous System"	"31010-31040"	702	8844942	7.392
	"New Jersey"	"34"	"2012"	"2012"	"Brain"	"31010"	658	8844942	6.889
	"New Jersey"	"34"	"2012"	"2012"	"Cranial Nerves Other Nervous System"	"31040"	44	8844942	0.503
	"New Jersey"	"34"	"2013"	"2013"	"Respiratory System"	"22010-22060"	6487	8856972	62.481
	"New Jersey"	"34"	"2013"	"2013"	"Lung and Bronchus"	"22030"	6053	8856972	58.343
	"New Jersey"	"34"	"2013"	"2013"	"Brain and Other Nervous System"	"31010-31040"	703	8856972	7.247
	"New Jersey"	"34"	"2013"	"2013"	"Brain"	"31010"	664	8856972	6.812
	"New Jersey"	"34"	"2013"	"2013"	"Cranial Nerves Other Nervous System"	"31040"	39	8856972	0.435
	"New Jersey"	"34"	"2014"	"2014"	"Respiratory System"	"22010-22060"	6411	8864525	60.594
	"New Jersey"	"34"	"2014"	"2014"	"Lung and Bronchus"	"22030"	5986	8864525	56.660
	"New Jersey"	"34"	"2014"	"2014"	"Brain and Other Nervous System"	"31010-31040"	692	8864525	7.095
	"New Jersey"	"34"	"2014"	"2014"	"Brain"	"31010"	660	8864525	6.744
	"New Jersey"	"34"	"2014"	"2014"	"Cranial Nerves Other Nervous System"	"31040"	32	8864525	0.351
	"New Jersey"	"34"	"2015"	"2015"	"Respiratory System"	"22010-22060"	6489	8867949	60.278
	"New Jersey"	"34"	"2015"	"2015"	"Lung and Bronchus"	"22030"	6087	8867949	56.587
	"New Jersey"	"34"	"2015"	"2015"	"Brain and Other Nervous System"	"31010-31040"	663	8867949	6.675
	"New Jersey"	"34"	"2015"	"2015"	"Brain"	"31010"	627	8867949	6.274
	"New Jersey"	"34"	"2015"	"2015"	"Cranial Nerves Other Nervous System"	"31040"	36	8867949	0.401
	"New Jersey"	"34"	"2016"	"2016"	"Respiratory System"	"22010-22060"	6432	8870827	58.887
	"New Jersey"	"34"	"2016"	"2016"	"Lung and Bronchus"	"22030"	6007	8870827	55.039
	"New Jersey"	"34"	"2016"	"2016"	"Brain and Other Nervous System"	"31010-31040"	673	8870827	6.840
	"New Jersey"	"34"	"2016"	"2016"	"Brain"	"31010"	637	8870827	6.446
	"New Jersey"	"34"	"2016"	"2016"	"Cranial Nerves Other Nervous System"	"31040"	36	8870827	0.394
	"New Jersey"	"34"	"2017"	"2017"	"Respiratory System"	"22010-22060"	6196	8885525	55.304
	"New Jersey"	"34"	"2017"	"2017"	"Lung and Bronchus"	"22030"	5812	8885525	51.928
	"New Jersey"	"34"	"2017"	"2017"	"Brain and Other Nervous System"	"31010-31040"	673	8885525	6.715
	"New Jersey"	"34"	"2017"	"2017"	"Brain"	"31010"	631	8885525	6.273
	"New Jersey"	"34"	"2017"	"2017"	"Cranial Nerves Other Nervous System"	"31040"	42	8885525	0.441
	"New Jersey"	"34"	"2018"	"2018"	"Respiratory System"	"22010-22060"	6423	8886025	56.203
	"New Jersey"	"34"	"2018"	"2018"	"Lung and Bronchus"	"22030"	6006	8886025	52.522
	"New Jersey"	"34"	"2018"	"2018"	"Brain and Other Nervous System"	"31010-31040"	692	8886025	6.828
	"New Jersey"	"34"	"2018"	"2018"	"Brain"	"31010"	675	8886025	6.657
	"New Jersey"	"34"	"2018"	"2018"	"Cranial Nerves Other Nervous System"	"31040"	17	8886025	0.172
	"New Mexico"	"35"	"1999"	"1999"	"Respiratory System"	"22010-22060"	889	1808082	53.092
	"New Mexico"	"35"	"1999"	"1999"	"Lung and Bronchus"	"22030"	811	1808082	48.535
	"New Mexico"	"35"	"1999"	"1999"	"Brain and Other Nervous System"	"31010-31040"	123	1808082	7.107
	"New Mexico"	"35"	"1999"	"1999"	"Brain"	"31010"	111	1808082	6.412
	"New Mexico"	"35"	"2000"	"2000"	"Respiratory System"	"22010-22060"	932	1821204	54.302
	"New Mexico"	"35"	"2000"	"2000"	"Lung and Bronchus"	"22030"	842	1821204	49.153
	"New Mexico"	"35"	"2000"	"2000"	"Brain and Other Nervous System"	"31010-31040"	103	1821204	5.826
	"New Mexico"	"35"	"2000"	"2000"	"Brain"	"31010"	91	1821204	5.159
	"New Mexico"	"35"	"2001"	"2001"	"Respiratory System"	"22010-22060"	901	1831690	51.084
