"Notes"	"States"	"States Code"	"Year"	"Year Code"	"Leading Cancer Sites"	"Leading Cancer Sites Code"	Count	Population	Age-Adjusted Rate
	"Minnesota"	"27"	"2017"	"2017"	"Larynx"	"22020"	201	5566230	2.874
	"Minnesota"	"27"	"2017"	"2017"	"Leukemias"	"35011-35043"	1081	5566230	16.688
	"Minnesota"	"27"	"2017"	"2017"	"Liver"	"21071"	426	5566230	6.173
	"Minnesota"	"27"	"2017"	"2017"	"Lung and Bronchus"	"22030"	3750	5566230	55.413
	"Minnesota"	"27"	"2017"	"2017"	"Melanoma of the Skin"	"25010"	2234	5566230	35.396
	"Minnesota"	"27"	"2017"	"2017"	"Myeloma"	"34000"	434	5566230	6.483
	"Minnesota"	"27"	"2017"	"2017"	"Non-Hodgkin Lymphoma"	"33041-33042"	1412	5566230	21.467
	"Minnesota"	"27"	"2017"	"2017"	"Oral Cavity and Pharynx"	"20010-20100"	877	5566230	13.030
	"Minnesota"	"27"	"2017"	"2017"	"Ovary"	"27040"	336	2794686	9.970
	"Minnesota"	"27"	"2017"	"2017"	"Pancreas"	"21100"	900	5566230	13.447
	"Minnesota"	"27"	"2017"	"2017"	"Prostate"	"28010"	4194	2771544	122.543
	"Minnesota"	"27"	"2017"	"2017"	"Stomach"	"21020"	361	5566230	5.436
	"Minnesota"	"27"	"2017"	"2017"	"Thyroid"	"32010"	695	5566230	12.155
	"Minnesota"	"27"	"2017"	"2017"	"Urinary Bladder, invasive and in situ"	"29010"	1483	5566230	22.089
	"Minnesota"	"27"	"2018"	"2018"	"Brain and Other Nervous System"	"31010-31040"	430	5606249	6.907
	"Minnesota"	"27"	"2018"	"2018"	"Breast"	"26000"	4594	5606249	70.210
	"Minnesota"	"27"	"2018"	"2018"	"Cervix Uteri"	"27010"	130	2813822	4.452
	"Minnesota"	"27"	"2018"	"2018"	"Colon and Rectum"	"21041-21052"	2378	5606249	35.769
	"Minnesota"	"27"	"2018"	"2018"	"Corpus Uteri"	"27020"	1075	2813822	29.745
	"Minnesota"	"27"	"2018"	"2018"	"Esophagus"	"21010"	350	5606249	5.017
	"Minnesota"	"27"	"2018"	"2018"	"Gallbladder"	"21080"	56	5606249	0.820
	"Minnesota"	"27"	"2018"	"2018"	"Kidney and Renal Pelvis"	"29020"	1147	5606249	17.224
	"Minnesota"	"27"	"2018"	"2018"	"Larynx"	"22020"	159	5606249	2.239
	"Minnesota"	"27"	"2018"	"2018"	"Leukemias"	"35011-35043"	1074	5606249	16.317
	"Minnesota"	"27"	"2018"	"2018"	"Liver"	"21071"	328	5606249	4.650
	"Minnesota"	"27"	"2018"	"2018"	"Lung and Bronchus"	"22030"	3587	5606249	51.430
	"Minnesota"	"27"	"2018"	"2018"	"Melanoma of the Skin"	"25010"	2397	5606249	37.228
	"Minnesota"	"27"	"2018"	"2018"	"Myeloma"	"34000"	441	5606249	6.368
	"Minnesota"	"27"	"2018"	"2018"	"Non-Hodgkin Lymphoma"	"33041-33042"	1414	5606249	20.917
	"Minnesota"	"27"	"2018"	"2018"	"Oral Cavity and Pharynx"	"20010-20100"	806	5606249	11.600
	"Minnesota"	"27"	"2018"	"2018"	"Ovary"	"27040"	330	2813822	9.670
	"Minnesota"	"27"	"2018"	"2018"	"Pancreas"	"21100"	938	5606249	13.371
	"Minnesota"	"27"	"2018"	"2018"	"Prostate"	"28010"	3837	2792427	109.228
	"Minnesota"	"27"	"2018"	"2018"	"Stomach"	"21020"	348	5606249	5.129
	"Minnesota"	"27"	"2018"	"2018"	"Thyroid"	"32010"	709	5606249	12.185
	"Minnesota"	"27"	"2018"	"2018"	"Urinary Bladder, invasive and in situ"	"29010"	1399	5606249	20.324
	"Mississippi"	"28"	"2003"	"2003"	"Brain and Other Nervous System"	"31010-31040"	172	2868312	6.016
	"Mississippi"	"28"	"2003"	"2003"	"Breast"	"26000"	1688	2868312	59.744
	"Mississippi"	"28"	"2003"	"2003"	"Cervix Uteri"	"27010"	129	1479611	8.710
	"Mississippi"	"28"	"2003"	"2003"	"Colon and Rectum"	"21041-21052"	1581	2868312	55.986
	"Mississippi"	"28"	"2003"	"2003"	"Corpus Uteri"	"27020"	253	1479611	16.118
	"Mississippi"	"28"	"2003"	"2003"	"Esophagus"	"21010"	131	2868312	4.545
	"Mississippi"	"28"	"2003"	"2003"	"Gallbladder"	"21080"	23	2868312	0.802
	"Mississippi"	"28"	"2003"	"2003"	"Kidney and Renal Pelvis"	"29020"	420	2868312	14.782
	"Mississippi"	"28"	"2003"	"2003"	"Larynx"	"22020"	151	2868312	5.238
	"Mississippi"	"28"	"2003"	"2003"	"Leukemias"	"35011-35043"	333	2868312	11.810
	"Mississippi"	"28"	"2003"	"2003"	"Liver"	"21071"	172	2868312	6.077
	"Mississippi"	"28"	"2003"	"2003"	"Lung and Bronchus"	"22030"	2314	2868312	81.045
	"Mississippi"	"28"	"2003"	"2003"	"Melanoma of the Skin"	"25010"	363	2868312	12.781
	"Mississippi"	"28"	"2003"	"2003"	"Myeloma"	"34000"	180	2868312	6.345
	"Mississippi"	"28"	"2003"	"2003"	"Non-Hodgkin Lymphoma"	"33041-33042"	471	2868312	16.698
	"Mississippi"	"28"	"2003"	"2003"	"Oral Cavity and Pharynx"	"20010-20100"	362	2868312	12.576
	"Mississippi"	"28"	"2003"	"2003"	"Ovary"	"27040"	182	1479611	11.423
	"Mississippi"	"28"	"2003"	"2003"	"Pancreas"	"21100"	342	2868312	12.096
	"Mississippi"	"28"	"2003"	"2003"	"Prostate"	"28010"	2049	1388701	165.516
	"Mississippi"	"28"	"2003"	"2003"	"Stomach"	"21020"	210	2868312	7.455
	"Mississippi"	"28"	"2003"	"2003"	"Thyroid"	"32010"	222	2868312	7.878
	"Mississippi"	"28"	"2003"	"2003"	"Urinary Bladder, invasive and in situ"	"29010"	460	2868312	16.465
	"Mississippi"	"28"	"2004"	"2004"	"Brain and Other Nervous System"	"31010-31040"	182	2889010	6.307
	"Mississippi"	"28"	"2004"	"2004"	"Breast"	"26000"	1804	2889010	62.560
	"Mississippi"	"28"	"2004"	"2004"	"Cervix Uteri"	"27010"	143	1490115	9.591
	"Mississippi"	"28"	"2004"	"2004"	"Colon and Rectum"	"21041-21052"	1624	2889010	56.578
	"Mississippi"	"28"	"2004"	"2004"	"Corpus Uteri"	"27020"	292	1490115	18.267
	"Mississippi"	"28"	"2004"	"2004"	"Esophagus"	"21010"	165	2889010	5.572
	"Mississippi"	"28"	"2004"	"2004"	"Gallbladder"	"21080"	24	2889010	0.856
	"Mississippi"	"28"	"2004"	"2004"	"Kidney and Renal Pelvis"	"29020"	452	2889010	15.645
	"Mississippi"	"28"	"2004"	"2004"	"Larynx"	"22020"	150	2889010	5.035
	"Mississippi"	"28"	"2004"	"2004"	"Leukemias"	"35011-35043"	332	2889010	11.669
	"Mississippi"	"28"	"2004"	"2004"	"Liver"	"21071"	134	2889010	4.646
	"Mississippi"	"28"	"2004"	"2004"	"Lung and Bronchus"	"22030"	2335	2889010	80.818
	"Mississippi"	"28"	"2004"	"2004"	"Melanoma of the Skin"	"25010"	400	2889010	13.924
	"Mississippi"	"28"	"2004"	"2004"	"Myeloma"	"34000"	216	2889010	7.469
	"Mississippi"	"28"	"2004"	"2004"	"Non-Hodgkin Lymphoma"	"33041-33042"	509	2889010	17.789
	"Mississippi"	"28"	"2004"	"2004"	"Oral Cavity and Pharynx"	"20010-20100"	345	2889010	11.822
	"Mississippi"	"28"	"2004"	"2004"	"Ovary"	"27040"	163	1490115	10.174
	"Mississippi"	"28"	"2004"	"2004"	"Pancreas"	"21100"	301	2889010	10.589
	"Mississippi"	"28"	"2004"	"2004"	"Prostate"	"28010"	2036	1398895	160.817
	"Mississippi"	"28"	"2004"	"2004"	"Stomach"	"21020"	206	2889010	7.231
	"Mississippi"	"28"	"2004"	"2004"	"Thyroid"	"32010"	225	2889010	7.901
	"Mississippi"	"28"	"2004"	"2004"	"Urinary Bladder, invasive and in situ"	"29010"	482	2889010	16.899
	"Mississippi"	"28"	"2005"	"2005"	"Brain and Other Nervous System"	"31010-31040"	189	2876229	6.557
	"Mississippi"	"28"	"2005"	"2005"	"Breast"	"26000"	1767	2876229	60.883
	"Mississippi"	"28"	"2005"	"2005"	"Cervix Uteri"	"27010"	144	1482601	9.716
	"Mississippi"	"28"	"2005"	"2005"	"Colon and Rectum"	"21041-21052"	1537	2876229	52.889
	"Mississippi"	"28"	"2005"	"2005"	"Corpus Uteri"	"27020"	287	1482601	17.846
	"Mississippi"	"28"	"2005"	"2005"	"Esophagus"	"21010"	147	2876229	4.909
	"Mississippi"	"28"	"2005"	"2005"	"Gallbladder"	"21080"	27	2876229	0.963
	"Mississippi"	"28"	"2005"	"2005"	"Kidney and Renal Pelvis"	"29020"	484	2876229	16.384
	"Mississippi"	"28"	"2005"	"2005"	"Larynx"	"22020"	169	2876229	5.619
	"Mississippi"	"28"	"2005"	"2005"	"Leukemias"	"35011-35043"	340	2876229	11.817
	"Mississippi"	"28"	"2005"	"2005"	"Liver"	"21071"	158	2876229	5.371
	"Mississippi"	"28"	"2005"	"2005"	"Lung and Bronchus"	"22030"	2272	2876229	77.713
	"Mississippi"	"28"	"2005"	"2005"	"Melanoma of the Skin"	"25010"	432	2876229	15.009
	"Mississippi"	"28"	"2005"	"2005"	"Myeloma"	"34000"	193	2876229	6.686
	"Mississippi"	"28"	"2005"	"2005"	"Non-Hodgkin Lymphoma"	"33041-33042"	508	2876229	17.559
	"Mississippi"	"28"	"2005"	"2005"	"Oral Cavity and Pharynx"	"20010-20100"	374	2876229	12.673
	"Mississippi"	"28"	"2005"	"2005"	"Ovary"	"27040"	170	1482601	10.504
	"Mississippi"	"28"	"2005"	"2005"	"Pancreas"	"21100"	328	2876229	11.402
	"Mississippi"	"28"	"2005"	"2005"	"Prostate"	"28010"	2169	1393628	170.630
	"Mississippi"	"28"	"2005"	"2005"	"Stomach"	"21020"	186	2876229	6.433
	"Mississippi"	"28"	"2005"	"2005"	"Thyroid"	"32010"	196	2876229	6.804
	"Mississippi"	"28"	"2005"	"2005"	"Urinary Bladder, invasive and in situ"	"29010"	508	2876229	17.788
	"Mississippi"	"28"	"2006"	"2006"	"Brain and Other Nervous System"	"31010-31040"	175	2904978	5.978
	"Mississippi"	"28"	"2006"	"2006"	"Breast"	"26000"	1752	2904978	59.147
	"Mississippi"	"28"	"2006"	"2006"	"Cervix Uteri"	"27010"	157	1496313	10.549
	"Mississippi"	"28"	"2006"	"2006"	"Colon and Rectum"	"21041-21052"	1604	2904978	54.216
	"Mississippi"	"28"	"2006"	"2006"	"Corpus Uteri"	"27020"	295	1496313	18.103
	"Mississippi"	"28"	"2006"	"2006"	"Esophagus"	"21010"	153	2904978	5.096
	"Mississippi"	"28"	"2006"	"2006"	"Gallbladder"	"21080"	35	2904978	1.210
	"Mississippi"	"28"	"2006"	"2006"	"Kidney and Renal Pelvis"	"29020"	477	2904978	15.960
	"Mississippi"	"28"	"2006"	"2006"	"Larynx"	"22020"	160	2904978	5.192
	"Mississippi"	"28"	"2006"	"2006"	"Leukemias"	"35011-35043"	340	2904978	11.645
	"Mississippi"	"28"	"2006"	"2006"	"Liver"	"21071"	169	2904978	5.672
	"Mississippi"	"28"	"2006"	"2006"	"Lung and Bronchus"	"22030"	2360	2904978	79.453
	"Mississippi"	"28"	"2006"	"2006"	"Melanoma of the Skin"	"25010"	446	2904978	15.354
	"Mississippi"	"28"	"2006"	"2006"	"Myeloma"	"34000"	197	2904978	6.622
	"Mississippi"	"28"	"2006"	"2006"	"Non-Hodgkin Lymphoma"	"33041-33042"	521	2904978	17.576
	"Mississippi"	"28"	"2006"	"2006"	"Oral Cavity and Pharynx"	"20010-20100"	391	2904978	12.993
	"Mississippi"	"28"	"2006"	"2006"	"Ovary"	"27040"	175	1496313	10.728
	"Mississippi"	"28"	"2006"	"2006"	"Pancreas"	"21100"	353	2904978	12.068
	"Mississippi"	"28"	"2006"	"2006"	"Prostate"	"28010"	2432	1408665	183.201
	"Mississippi"	"28"	"2006"	"2006"	"Stomach"	"21020"	219	2904978	7.423
	"Mississippi"	"28"	"2006"	"2006"	"Thyroid"	"32010"	236	2904978	8.151
	"Mississippi"	"28"	"2006"	"2006"	"Urinary Bladder, invasive and in situ"	"29010"	506	2904978	17.434
	"Mississippi"	"28"	"2007"	"2007"	"Brain and Other Nervous System"	"31010-31040"	205	2928350	6.878
	"Mississippi"	"28"	"2007"	"2007"	"Breast"	"26000"	1933	2928350	63.752
	"Mississippi"	"28"	"2007"	"2007"	"Cervix Uteri"	"27010"	139	1507071	8.956
	"Mississippi"	"28"	"2007"	"2007"	"Colon and Rectum"	"21041-21052"	1585	2928350	52.509
	"Mississippi"	"28"	"2007"	"2007"	"Corpus Uteri"	"27020"	311	1507071	18.489
	"Mississippi"	"28"	"2007"	"2007"	"Esophagus"	"21010"	160	2928350	5.170
	"Mississippi"	"28"	"2007"	"2007"	"Gallbladder"	"21080"	27	2928350	0.905
	"Mississippi"	"28"	"2007"	"2007"	"Kidney and Renal Pelvis"	"29020"	590	2928350	19.359
	"Mississippi"	"28"	"2007"	"2007"	"Larynx"	"22020"	201	2928350	6.412
	"Mississippi"	"28"	"2007"	"2007"	"Leukemias"	"35011-35043"	348	2928350	11.639
	"Mississippi"	"28"	"2007"	"2007"	"Liver"	"21071"	174	2928350	5.674
	"Mississippi"	"28"	"2007"	"2007"	"Lung and Bronchus"	"22030"	2522	2928350	83.353
	"Mississippi"	"28"	"2007"	"2007"	"Melanoma of the Skin"	"25010"	453	2928350	15.400
	"Mississippi"	"28"	"2007"	"2007"	"Myeloma"	"34000"	212	2928350	6.925
	"Mississippi"	"28"	"2007"	"2007"	"Non-Hodgkin Lymphoma"	"33041-33042"	537	2928350	17.952
	"Mississippi"	"28"	"2007"	"2007"	"Oral Cavity and Pharynx"	"20010-20100"	399	2928350	12.988
	"Mississippi"	"28"	"2007"	"2007"	"Ovary"	"27040"	184	1507071	10.996
	"Mississippi"	"28"	"2007"	"2007"	"Pancreas"	"21100"	358	2928350	11.877
	"Mississippi"	"28"	"2007"	"2007"	"Prostate"	"28010"	2519	1421279	184.582
	"Mississippi"	"28"	"2007"	"2007"	"Stomach"	"21020"	215	2928350	7.255
	"Mississippi"	"28"	"2007"	"2007"	"Thyroid"	"32010"	239	2928350	8.105
	"Mississippi"	"28"	"2007"	"2007"	"Urinary Bladder, invasive and in situ"	"29010"	477	2928350	16.137
	"Mississippi"	"28"	"2008"	"2008"	"Brain and Other Nervous System"	"31010-31040"	188	2947806	6.144
	"Mississippi"	"28"	"2008"	"2008"	"Breast"	"26000"	1985	2947806	64.933
	"Mississippi"	"28"	"2008"	"2008"	"Cervix Uteri"	"27010"	161	1516955	10.477
	"Mississippi"	"28"	"2008"	"2008"	"Colon and Rectum"	"21041-21052"	1623	2947806	53.009
	"Mississippi"	"28"	"2008"	"2008"	"Corpus Uteri"	"27020"	350	1516955	20.625
	"Mississippi"	"28"	"2008"	"2008"	"Esophagus"	"21010"	164	2947806	5.221
	"Mississippi"	"28"	"2008"	"2008"	"Gallbladder"	"21080"	30	2947806	0.969
	"Mississippi"	"28"	"2008"	"2008"	"Kidney and Renal Pelvis"	"29020"	615	2947806	19.757
	"Mississippi"	"28"	"2008"	"2008"	"Larynx"	"22020"	157	2947806	4.939
	"Mississippi"	"28"	"2008"	"2008"	"Leukemias"	"35011-35043"	371	2947806	12.452
	"Mississippi"	"28"	"2008"	"2008"	"Liver"	"21071"	178	2947806	5.650
	"Mississippi"	"28"	"2008"	"2008"	"Lung and Bronchus"	"22030"	2613	2947806	85.234
	"Mississippi"	"28"	"2008"	"2008"	"Melanoma of the Skin"	"25010"	508	2947806	16.841
	"Mississippi"	"28"	"2008"	"2008"	"Myeloma"	"34000"	236	2947806	7.705
	"Mississippi"	"28"	"2008"	"2008"	"Non-Hodgkin Lymphoma"	"33041-33042"	585	2947806	19.225
	"Mississippi"	"28"	"2008"	"2008"	"Oral Cavity and Pharynx"	"20010-20100"	407	2947806	13.038
	"Mississippi"	"28"	"2008"	"2008"	"Ovary"	"27040"	166	1516955	10.068
	"Mississippi"	"28"	"2008"	"2008"	"Pancreas"	"21100"	400	2947806	13.080
	"Mississippi"	"28"	"2008"	"2008"	"Prostate"	"28010"	2391	1430851	170.934
	"Mississippi"	"28"	"2008"	"2008"	"Stomach"	"21020"	229	2947806	7.495
	"Mississippi"	"28"	"2008"	"2008"	"Thyroid"	"32010"	272	2947806	9.019
	"Mississippi"	"28"	"2008"	"2008"	"Urinary Bladder, invasive and in situ"	"29010"	569	2947806	18.971
	"Mississippi"	"28"	"2009"	"2009"	"Brain and Other Nervous System"	"31010-31040"	166	2958774	5.437
	"Mississippi"	"28"	"2009"	"2009"	"Breast"	"26000"	2016	2958774	65.347
	"Mississippi"	"28"	"2009"	"2009"	"Cervix Uteri"	"27010"	138	1522000	8.780
	"Mississippi"	"28"	"2009"	"2009"	"Colon and Rectum"	"21041-21052"	1560	2958774	50.335
	"Mississippi"	"28"	"2009"	"2009"	"Corpus Uteri"	"27020"	357	1522000	20.809
	"Mississippi"	"28"	"2009"	"2009"	"Esophagus"	"21010"	143	2958774	4.476
	"Mississippi"	"28"	"2009"	"2009"	"Gallbladder"	"21080"	24	2958774	0.809
	"Mississippi"	"28"	"2009"	"2009"	"Kidney and Renal Pelvis"	"29020"	588	2958774	18.773
	"Mississippi"	"28"	"2009"	"2009"	"Larynx"	"22020"	187	2958774	5.704
	"Mississippi"	"28"	"2009"	"2009"	"Leukemias"	"35011-35043"	353	2958774	11.573
	"Mississippi"	"28"	"2009"	"2009"	"Liver"	"21071"	204	2958774	6.312
	"Mississippi"	"28"	"2009"	"2009"	"Lung and Bronchus"	"22030"	2496	2958774	79.547
	"Mississippi"	"28"	"2009"	"2009"	"Melanoma of the Skin"	"25010"	535	2958774	17.711
	"Mississippi"	"28"	"2009"	"2009"	"Myeloma"	"34000"	246	2958774	7.937
	"Mississippi"	"28"	"2009"	"2009"	"Non-Hodgkin Lymphoma"	"33041-33042"	555	2958774	18.171
	"Mississippi"	"28"	"2009"	"2009"	"Oral Cavity and Pharynx"	"20010-20100"	440	2958774	13.941
	"Mississippi"	"28"	"2009"	"2009"	"Ovary"	"27040"	179	1522000	10.727
	"Mississippi"	"28"	"2009"	"2009"	"Pancreas"	"21100"	412	2958774	13.235
	"Mississippi"	"28"	"2009"	"2009"	"Prostate"	"28010"	2285	1436774	158.254
	"Mississippi"	"28"	"2009"	"2009"	"Stomach"	"21020"	207	2958774	6.805
	"Mississippi"	"28"	"2009"	"2009"	"Thyroid"	"32010"	297	2958774	9.976
	"Mississippi"	"28"	"2009"	"2009"	"Urinary Bladder, invasive and in situ"	"29010"	512	2958774	16.886
	"Mississippi"	"28"	"2010"	"2010"	"Brain and Other Nervous System"	"31010-31040"	205	2970548	6.662
	"Mississippi"	"28"	"2010"	"2010"	"Breast"	"26000"	2024	2970548	64.190
	"Mississippi"	"28"	"2010"	"2010"	"Cervix Uteri"	"27010"	157	1527339	10.329
	"Mississippi"	"28"	"2010"	"2010"	"Colon and Rectum"	"21041-21052"	1649	2970548	52.212
	"Mississippi"	"28"	"2010"	"2010"	"Corpus Uteri"	"27020"	317	1527339	18.183
	"Mississippi"	"28"	"2010"	"2010"	"Esophagus"	"21010"	171	2970548	5.269
	"Mississippi"	"28"	"2010"	"2010"	"Gallbladder"	"21080"	38	2970548	1.178
	"Mississippi"	"28"	"2010"	"2010"	"Kidney and Renal Pelvis"	"29020"	588	2970548	18.347
	"Mississippi"	"28"	"2010"	"2010"	"Larynx"	"22020"	173	2970548	5.255
	"Mississippi"	"28"	"2010"	"2010"	"Leukemias"	"35011-35043"	391	2970548	12.808
	"Mississippi"	"28"	"2010"	"2010"	"Liver"	"21071"	192	2970548	5.737
	"Mississippi"	"28"	"2010"	"2010"	"Lung and Bronchus"	"22030"	2473	2970548	77.240
	"Mississippi"	"28"	"2010"	"2010"	"Melanoma of the Skin"	"25010"	511	2970548	16.581
	"Mississippi"	"28"	"2010"	"2010"	"Myeloma"	"34000"	246	2970548	7.622
	"Mississippi"	"28"	"2010"	"2010"	"Non-Hodgkin Lymphoma"	"33041-33042"	549	2970548	17.813
	"Mississippi"	"28"	"2010"	"2010"	"Oral Cavity and Pharynx"	"20010-20100"	433	2970548	13.373
	"Mississippi"	"28"	"2010"	"2010"	"Ovary"	"27040"	144	1527339	8.386
	"Mississippi"	"28"	"2010"	"2010"	"Pancreas"	"21100"	413	2970548	13.269
	"Mississippi"	"28"	"2010"	"2010"	"Prostate"	"28010"	2371	1443209	157.591
	"Mississippi"	"28"	"2010"	"2010"	"Stomach"	"21020"	206	2970548	6.530
	"Mississippi"	"28"	"2010"	"2010"	"Thyroid"	"32010"	312	2970548	10.170
	"Mississippi"	"28"	"2010"	"2010"	"Urinary Bladder, invasive and in situ"	"29010"	551	2970548	17.425
	"Mississippi"	"28"	"2011"	"2011"	"Brain and Other Nervous System"	"31010-31040"	200	2978731	6.406
	"Mississippi"	"28"	"2011"	"2011"	"Breast"	"26000"	2000	2978731	62.772
	"Mississippi"	"28"	"2011"	"2011"	"Cervix Uteri"	"27010"	156	1531388	10.117
	"Mississippi"	"28"	"2011"	"2011"	"Colon and Rectum"	"21041-21052"	1598	2978731	49.400
	"Mississippi"	"28"	"2011"	"2011"	"Corpus Uteri"	"27020"	345	1531388	19.356
	"Mississippi"	"28"	"2011"	"2011"	"Esophagus"	"21010"	151	2978731	4.458
	"Mississippi"	"28"	"2011"	"2011"	"Gallbladder"	"21080"	23	2978731	0.699
	"Mississippi"	"28"	"2011"	"2011"	"Kidney and Renal Pelvis"	"29020"	646	2978731	20.150
	"Mississippi"	"28"	"2011"	"2011"	"Larynx"	"22020"	184	2978731	5.451
	"Mississippi"	"28"	"2011"	"2011"	"Leukemias"	"35011-35043"	422	2978731	13.667
	"Mississippi"	"28"	"2011"	"2011"	"Liver"	"21071"	223	2978731	6.577
	"Mississippi"	"28"	"2011"	"2011"	"Lung and Bronchus"	"22030"	2451	2978731	74.939
	"Mississippi"	"28"	"2011"	"2011"	"Melanoma of the Skin"	"25010"	595	2978731	18.829
	"Mississippi"	"28"	"2011"	"2011"	"Myeloma"	"34000"	257	2978731	7.808
	"Mississippi"	"28"	"2011"	"2011"	"Non-Hodgkin Lymphoma"	"33041-33042"	533	2978731	16.848
	"Mississippi"	"28"	"2011"	"2011"	"Oral Cavity and Pharynx"	"20010-20100"	437	2978731	13.198
	"Mississippi"	"28"	"2011"	"2011"	"Ovary"	"27040"	174	1531388	9.915
	"Mississippi"	"28"	"2011"	"2011"	"Pancreas"	"21100"	450	2978731	13.993
	"Mississippi"	"28"	"2011"	"2011"	"Prostate"	"28010"	2339	1447343	152.823
	"Mississippi"	"28"	"2011"	"2011"	"Stomach"	"21020"	230	2978731	7.106
	"Mississippi"	"28"	"2011"	"2011"	"Thyroid"	"32010"	333	2978731	10.999
	"Mississippi"	"28"	"2011"	"2011"	"Urinary Bladder, invasive and in situ"	"29010"	547	2978731	17.087
	"Mississippi"	"28"	"2012"	"2012"	"Brain and Other Nervous System"	"31010-31040"	211	2983816	6.569
	"Mississippi"	"28"	"2012"	"2012"	"Breast"	"26000"	2104	2983816	65.260
	"Mississippi"	"28"	"2012"	"2012"	"Cervix Uteri"	"27010"	140	1534085	9.339
	"Mississippi"	"28"	"2012"	"2012"	"Colon and Rectum"	"21041-21052"	1602	2983816	48.955
	"Mississippi"	"28"	"2012"	"2012"	"Corpus Uteri"	"27020"	329	1534085	17.870
	"Mississippi"	"28"	"2012"	"2012"	"Esophagus"	"21010"	166	2983816	4.875
	"Mississippi"	"28"	"2012"	"2012"	"Gallbladder"	"21080"	31	2983816	0.972
	"Mississippi"	"28"	"2012"	"2012"	"Kidney and Renal Pelvis"	"29020"	655	2983816	19.845
	"Mississippi"	"28"	"2012"	"2012"	"Larynx"	"22020"	183	2983816	5.417
	"Mississippi"	"28"	"2012"	"2012"	"Leukemias"	"35011-35043"	412	2983816	12.885
	"Mississippi"	"28"	"2012"	"2012"	"Liver"	"21071"	234	2983816	6.733
	"Mississippi"	"28"	"2012"	"2012"	"Lung and Bronchus"	"22030"	2539	2983816	76.313
	"Mississippi"	"28"	"2012"	"2012"	"Melanoma of the Skin"	"25010"	559	2983816	17.306
	"Mississippi"	"28"	"2012"	"2012"	"Myeloma"	"34000"	251	2983816	7.808
	"Mississippi"	"28"	"2012"	"2012"	"Non-Hodgkin Lymphoma"	"33041-33042"	564	2983816	17.551
	"Mississippi"	"28"	"2012"	"2012"	"Oral Cavity and Pharynx"	"20010-20100"	420	2983816	12.504
	"Mississippi"	"28"	"2012"	"2012"	"Ovary"	"27040"	171	1534085	9.685
	"Mississippi"	"28"	"2012"	"2012"	"Pancreas"	"21100"	473	2983816	14.399
	"Mississippi"	"28"	"2012"	"2012"	"Prostate"	"28010"	2038	1449731	128.002
	"Mississippi"	"28"	"2012"	"2012"	"Stomach"	"21020"	249	2983816	7.693
	"Mississippi"	"28"	"2012"	"2012"	"Thyroid"	"32010"	320	2983816	10.388
	"Mississippi"	"28"	"2012"	"2012"	"Urinary Bladder, invasive and in situ"	"29010"	582	2983816	17.823
	"Mississippi"	"28"	"2013"	"2013"	"Brain and Other Nervous System"	"31010-31040"	189	2988711	6.074
	"Mississippi"	"28"	"2013"	"2013"	"Breast"	"26000"	2040	2988711	61.996
	"Mississippi"	"28"	"2013"	"2013"	"Cervix Uteri"	"27010"	132	1536257	8.199
	"Mississippi"	"28"	"2013"	"2013"	"Colon and Rectum"	"21041-21052"	1676	2988711	49.669
	"Mississippi"	"28"	"2013"	"2013"	"Corpus Uteri"	"27020"	365	1536257	19.435
	"Mississippi"	"28"	"2013"	"2013"	"Esophagus"	"21010"	155	2988711	4.489
	"Mississippi"	"28"	"2013"	"2013"	"Gallbladder"	"21080"	32	2988711	0.995
	"Mississippi"	"28"	"2013"	"2013"	"Kidney and Renal Pelvis"	"29020"	685	2988711	20.428
	"Mississippi"	"28"	"2013"	"2013"	"Larynx"	"22020"	197	2988711	5.620
	"Mississippi"	"28"	"2013"	"2013"	"Leukemias"	"35011-35043"	421	2988711	12.968
	"Mississippi"	"28"	"2013"	"2013"	"Liver"	"21071"	260	2988711	7.320
	"Mississippi"	"28"	"2013"	"2013"	"Lung and Bronchus"	"22030"	2623	2988711	77.208
	"Mississippi"	"28"	"2013"	"2013"	"Melanoma of the Skin"	"25010"	560	2988711	17.358
	"Mississippi"	"28"	"2013"	"2013"	"Myeloma"	"34000"	231	2988711	6.806
	"Mississippi"	"28"	"2013"	"2013"	"Non-Hodgkin Lymphoma"	"33041-33042"	544	2988711	16.797
	"Mississippi"	"28"	"2013"	"2013"	"Oral Cavity and Pharynx"	"20010-20100"	450	2988711	13.045
	"Mississippi"	"28"	"2013"	"2013"	"Ovary"	"27040"	190	1536257	10.624
	"Mississippi"	"28"	"2013"	"2013"	"Pancreas"	"21100"	449	2988711	13.426
	"Mississippi"	"28"	"2013"	"2013"	"Prostate"	"28010"	2117	1452454	130.777
	"Mississippi"	"28"	"2013"	"2013"	"Stomach"	"21020"	220	2988711	6.579
	"Mississippi"	"28"	"2013"	"2013"	"Thyroid"	"32010"	361	2988711	11.740
	"Mississippi"	"28"	"2013"	"2013"	"Urinary Bladder, invasive and in situ"	"29010"	591	2988711	17.806
	"Mississippi"	"28"	"2014"	"2014"	"Brain and Other Nervous System"	"31010-31040"	218	2990468	6.755
	"Mississippi"	"28"	"2014"	"2014"	"Breast"	"26000"	2096	2990468	63.043
	"Mississippi"	"28"	"2014"	"2014"	"Cervix Uteri"	"27010"	166	1538146	10.556
	"Mississippi"	"28"	"2014"	"2014"	"Colon and Rectum"	"21041-21052"	1604	2990468	47.070
